sample_id,scene_path,archive,target_type,target_id,target_class_name,moment_mode,timestamp,target_x,target_y,target_z,target_velocity,n_neighbors_found,nearest_type,nearest_id,nearest_class,nearest_dist,status
0252,0030_20230523_095809,imptc_set_01.tar.gz,vrus,002,person,middle,1684835930720011,8.803058283966493,17.718944302128563,1.6683870520045454,4.951795961425016,13,vehicles,1030,car,10.382165,ok
0253,0030_20230523_095809,imptc_set_01.tar.gz,vrus,003,person,middle,1684835932399999,-2.696233114104948,-3.7627674780315603,1.837236364497175,3.630167620876354,14,vrus,005,bicycle,0.726199,ok
0254,0030_20230523_095809,imptc_set_01.tar.gz,vrus,004,person,middle,1684835925239993,26.66659380347427,8.847668835212692,1.6158298375978932,5.765564688279695,14,vehicles,1007,car,7.573393,ok
0257,0031_20230523_100153,imptc_set_01.tar.gz,vrus,000,person,middle,1684836141359990,14.748261688196214,14.330638785406292,1.7484328039488215,4.659268277482301,10,vehicles,1048,car,7.850887,ok
0258,0031_20230523_100153,imptc_set_01.tar.gz,vrus,001,person,middle,1684836160840008,-2.7072670691853005,2.866491606074367,1.6107842078068126,0.2918980088582157,5,vrus,003,person,4.914225,ok
0260,0031_20230523_100153,imptc_set_01.tar.gz,vrus,003,person,middle,1684836165920026,-2.5299940054089864,0.6665113809478741,1.7677034499150253,0.16009120643257893,5,vrus,001,person,1.923152,ok
0261,0031_20230523_100153,imptc_set_01.tar.gz,vrus,004,person,middle,1684836127720011,6.172901303383487,-7.42583748981265,1.6466249941313469,5.666736101456055,11,vehicles,1034,car,8.878951,ok
0263,0031_20230523_100153,imptc_set_01.tar.gz,vrus,006,person,middle,1684836119000000,36.8110118880073,16.651824670119574,1.6857567959508692,5.505721214653993,13,vehicles,1048,car,15.078444,ok
0264,0032_20230523_100702,imptc_set_01.tar.gz,vrus,000,person,middle,1684836453320011,0.4780212520125673,-3.9280777608710644,1.5768752115256113,0.030030409669954794,5,vehicles,1033,car,16.442443,ok
0265,0032_20230523_100702,imptc_set_01.tar.gz,vrus,001,person,middle,1684836435119996,3.677979300666197,6.584574948005698,1.8059735554640945,6.101602004599915,7,vehicles,1029,car,8.151402,ok
0266,0032_20230523_100702,imptc_set_01.tar.gz,vrus,002,person,middle,1684836485199984,-2.5448028510905676,-2.0418642205579265,1.6382167204626608,5.511155334376682,6,vehicles,1018,car,7.295105,ok
0268,0032_20230523_100702,imptc_set_01.tar.gz,vrus,004,person,middle,1684836475960035,1.678563603258161,-4.379077972509335,1.6769042560966236,6.09964085216677,10,vehicles,1019,car,7.266788,ok
0269,0033_20230523_104001,imptc_set_01.tar.gz,vrus,000,person,middle,1684838431399999,13.831660373090518,14.396574701976034,1.6506279307731047,2.5799678504810863,10,vehicles,1007,car,3.486058,ok
0270,0033_20230523_104001,imptc_set_01.tar.gz,vrus,001,person,middle,1684838428359990,-0.2583518487033409,0.8056830114283325,1.6534415697730578,3.7537635139020025,9,vrus,002,person,0.499961,ok
0271,0034_20230523_104138,imptc_set_01.tar.gz,vrus,000,person,middle,1684838528800029,17.412952259772876,16.038235424678312,1.7151114158494036,0.089785256834138,8,vrus,001,person,2.428832,ok
0272,0034_20230523_104138,imptc_set_01.tar.gz,vrus,001,person,middle,1684838522079987,15.002987695242185,16.091172042646406,1.7357181863091442,0.05145234870408362,7,vrus,000,person,2.518371,ok
0273,0034_20230523_104138,imptc_set_01.tar.gz,vrus,002,person,middle,1684838539199984,9.101921748601207,-11.3509464511213,1.7569315718975886,0.08967579134456485,12,vrus,003,person,0.518904,ok
0274,0034_20230523_104138,imptc_set_01.tar.gz,vrus,003,person,middle,1684838547160005,5.462362976176049,-7.596286415424843,1.8823352857779483,4.938069007130777,10,vrus,002,person,0.519169,ok
0275,0034_20230523_104138,imptc_set_01.tar.gz,vrus,004,person,middle,1684838555320011,10.860469789719003,16.300948101408267,1.7824104510737198,0.7755635294868324,5,vehicles,1005,car,7.337185,ok
0277,0035_20230523_104304,imptc_set_01.tar.gz,vrus,000,person,middle,1684838622600014,0.94272415099828,-4.002236246704301,1.7454791731530694,0.0838634957547201,12,vehicles,1025,car,15.19568,ok
0278,0035_20230523_104304,imptc_set_01.tar.gz,vrus,001,person,middle,1684838605640023,7.678185474708511,13.317451960602689,1.7723218612920366,5.699785246281062,8,vrus,003,person,0.657465,ok
0279,0035_20230523_104304,imptc_set_01.tar.gz,vrus,002,person,middle,1684838602039978,2.9121028718075865,5.017009652671192,1.7782619163718665,6.6071088344504565,8,vrus,003,person,4.218524,ok
0280,0035_20230523_104304,imptc_set_01.tar.gz,vrus,003,person,middle,1684838601800029,3.5521065909216407,8.873203445744982,1.79130955731117,5.391221188464103,8,vrus,001,person,0.643503,ok
0282,0035_20230523_104304,imptc_set_01.tar.gz,vrus,005,person,middle,1684838648960035,10.600472753428713,16.23913097925797,1.596246252365383,8.232319078801606,6,vehicles,1018,truck,3.951888,ok
0286,0036_20230523_105516,imptc_set_01.tar.gz,vrus,000,person,middle,1684839379480017,-0.9080715201156374,-1.0450449207577437,1.7416310411795117,0.06334130687932317,11,vehicles,1066,car,13.064682,ok
0287,0036_20230523_105516,imptc_set_01.tar.gz,vrus,001,person,middle,1684839354920026,11.053480801167265,16.435795460300827,1.6686690254204601,0.3758019907351187,11,vrus,003,bicycle,10.265382,ok
0288,0036_20230523_105516,imptc_set_01.tar.gz,vrus,002,person,middle,1684839382280002,11.73411838757606,15.40987895044849,1.7487488726601625,0.3736590136351279,11,vrus,001,person,1.313725,ok
0290,0036_20230523_105516,imptc_set_01.tar.gz,vrus,004,person,middle,1684839347079987,18.267068673869925,12.050753609561989,1.5445694689616138,5.068338815793573,11,vrus,003,bicycle,6.505825,ok
0291,0036_20230523_105516,imptc_set_01.tar.gz,vrus,005,person,middle,1684839415079987,5.76222153178328,7.713948421432638,1.915126734720181,4.937611657825025,15,vrus,012,person,0.336297,ok
0292,0036_20230523_105516,imptc_set_01.tar.gz,vrus,006,person,middle,1684839417519996,9.311306792543794,12.26952604177028,1.7230898438603197,4.965211987618705,15,vrus,011,person,0.878344,ok
0293,0036_20230523_105516,imptc_set_01.tar.gz,vrus,007,person,middle,1684839416239993,5.499278956763926,5.941536580420574,1.798101960265986,5.08634170044968,15,vrus,012,person,0.826269,ok
0295,0036_20230523_105516,imptc_set_01.tar.gz,vrus,010,person,middle,1684839421399999,-2.9949708006287077,-3.0863783064483505,1.9026252231688408,5.561227576567916,15,vrus,000,person,2.772114,ok
0296,0036_20230523_105516,imptc_set_01.tar.gz,vrus,011,person,middle,1684839425320011,1.22706183715301,4.609285170358875,1.7340045431717483,5.015751392562358,15,vrus,006,person,0.943671,ok
0297,0036_20230523_105516,imptc_set_01.tar.gz,vrus,012,person,middle,1684839426199984,-3.8545963372621257,-4.577962247516666,1.8367209828786397,4.427331249881705,15,vrus,007,person,0.832045,ok
0298,0036_20230523_105516,imptc_set_01.tar.gz,vrus,013,person,middle,1684839395480017,10.717487538878647,14.412926417983085,2.1206290354733777,0.10584185660145976,12,vrus,002,person,1.211589,ok
0300,0036_20230523_105516,imptc_set_01.tar.gz,vrus,015,person,middle,1684839376720011,26.989835148553404,6.297322938264098,1.8034867209314007,5.649269843740827,13,vehicles,1036,car,9.386482,ok
0301,0036_20230523_105516,imptc_set_01.tar.gz,vrus,016,person,middle,1684839417880017,-4.206783435042213,-3.451230209043728,1.733247493883698,5.502903709852534,15,vrus,000,person,3.864677,ok
0303,0036_20230523_105516,imptc_set_01.tar.gz,vrus,018,person,middle,1684839364680002,17.491389287913222,18.937260117421385,1.5449456290045147,0.8617641748040589,13,vrus,002,person,2.157917,ok
0306,0036_20230523_105516,imptc_set_01.tar.gz,vrus,021,person,middle,1684839408280002,32.150823245006826,17.776864530036917,1.7259625644220968,5.167872562204294,15,vehicles,1069,car,7.770544,ok
0308,0036_20230523_105516,imptc_set_01.tar.gz,vrus,023,person,middle,1684839420440008,34.09084673964091,1.9471345011328776,1.7026093633856294,5.296334920105154,15,vrus,008,bicycle,6.445692,ok
0309,0036_20230523_105516,imptc_set_01.tar.gz,vrus,024,person,middle,1684839428600014,35.565844182933574,19.710131224186412,1.6895369015102941,5.411959435384726,14,vrus,008,bicycle,21.259677,ok
0312,0037_20230523_105811,imptc_set_01.tar.gz,vrus,000,person,middle,1684839515320011,-1.6488693394928102,-3.3514296404876736,1.7326233515067828,0.4923078131562065,5,vrus,001,person,2.483316,ok
0313,0037_20230523_105811,imptc_set_01.tar.gz,vrus,001,person,middle,1684839510600014,-0.010180670265379882,0.6413334418041851,1.6874503388151851,4.730101872591859,9,vrus,000,person,4.764784,ok
0314,0037_20230523_105811,imptc_set_01.tar.gz,vrus,004,person,middle,1684839525680002,19.23292538270827,14.689782806286031,1.7178407993061973,4.761692415030919,9,vrus,005,person,0.515214,ok
0315,0037_20230523_105811,imptc_set_01.tar.gz,vrus,005,person,middle,1684839525039978,19.12297726420381,15.501430836335057,1.6587128484560059,5.428591416641434,9,vrus,004,person,0.487034,ok
0316,0037_20230523_105811,imptc_set_01.tar.gz,vrus,006,person,middle,1684839507399999,-1.0474446625497134,0.6511613980532782,1.6741928129939032,5.73758193936833,10,vrus,002,person,0.627228,ok
0317,0037_20230523_105811,imptc_set_01.tar.gz,vrus,007,person,middle,1684839501039978,5.11930995741114,8.912749783106895,1.7154256947186461,5.4654906836764425,11,vrus,003,person,0.848184,ok
0319,0038_20230523_110238,imptc_set_01.tar.gz,vrus,000,person,middle,1684839784960035,17.149922395380734,16.25348397396685,1.7284814794364445,0.14613432424429926,6,vrus,003,bicycle,14.620307,ok
0320,0038_20230523_110238,imptc_set_01.tar.gz,vrus,001,person,middle,1684839814440008,-1.2609168628293868,-1.1439268460962135,1.7566216831166934,4.700897200955782,15,vehicles,1043,car,7.528817,ok
0323,0038_20230523_110238,imptc_set_01.tar.gz,vrus,004,person,middle,1684839809720011,34.60602122735419,20.769758567245077,1.6992553598681017,4.773620799609242,15,vehicles,1008,car,3.016106,ok
0324,0038_20230523_110238,imptc_set_01.tar.gz,vrus,005,person,middle,1684839806320011,30.771399767311465,21.82715769642715,1.7537900307869918,6.902988841517366,14,vrus,004,person,6.962773,ok
0325,0038_20230523_110238,imptc_set_01.tar.gz,vrus,006,person,middle,1684839825560005,11.088214031551383,16.428335935360362,1.6799098385086002,0.7990579374178911,10,vehicles,1028,car,5.509539,ok
0327,0039_20230523_110534,imptc_set_01.tar.gz,vrus,000,person,middle,1684839970399999,0.6769607877273964,-2.8791484989997578,1.687238618336035,0.12831378830560142,9,vrus,001,person,8.625311,ok
0328,0039_20230523_110534,imptc_set_01.tar.gz,vrus,001,person,middle,1684839960560005,0.3847243312699326,2.180935381867487,1.6845614980576755,5.001396326630468,12,vrus,000,person,2.196152,ok
0329,0039_20230523_110534,imptc_set_01.tar.gz,vrus,002,person,middle,1684839977640023,11.477205304202782,16.521654253594754,1.6561878936824608,0.8975911666955882,14,vrus,009,person,5.377727,ok
0330,0039_20230523_110534,imptc_set_01.tar.gz,vrus,003,person,middle,1684839955399999,3.007932656739152,5.686768150573868,1.7095555800886981,5.6181157006535996,15,vrus,000,person,0.645788,ok
0331,0039_20230523_110534,imptc_set_01.tar.gz,vrus,005,person,middle,1684839956280002,1.4342882514537911,2.433413017687812,1.5661454358579232,5.237869271228373,15,vrus,007,person,2.065386,ok
0332,0039_20230523_110534,imptc_set_01.tar.gz,vrus,006,person,middle,1684839949760020,-7.255063651309462,5.428499592213774,1.6386087465890553,4.778970043823398,15,vrus,010,person,0.495618,ok
0333,0039_20230523_110534,imptc_set_01.tar.gz,vrus,007,person,middle,1684839951160005,6.262929790673666,10.066902004138818,1.6207597434572933,4.715689249192436,15,vrus,000,person,1.36262,ok
0334,0039_20230523_110534,imptc_set_01.tar.gz,vrus,009,person,middle,1684839988199984,12.211485935031469,14.667866999545426,1.7674405296342013,0.06171168539040305,13,vrus,002,person,1.587117,ok
0335,0039_20230523_110534,imptc_set_01.tar.gz,vrus,010,person,middle,1684839946280002,-3.8690193671610853,2.494346781379962,1.7015059455488482,4.496013994065121,13,vrus,006,person,0.194498,ok
0337,0040_20230523_110803,imptc_set_01.tar.gz,vrus,001,person,middle,1684840118000000,3.2037240162449483,5.4532170601591785,1.7305819047503372,5.809663690413886,9,vehicles,1019,car,8.969874,ok
0338,0040_20230523_110803,imptc_set_01.tar.gz,vrus,002,person,middle,1684840097480017,0.3201274633341174,7.671583908206325,1.6865614595104437,6.535473891873564,5,vrus,003,scooter,13.650165,ok
0341,0041_20230523_111106,imptc_set_01.tar.gz,vrus,001,person,middle,1684840305760020,-1.053301390341081,3.3628959794443993,1.696321847931673,5.490333671404257,12,vrus,000,person,2.503246,ok
0342,0041_20230523_111106,imptc_set_01.tar.gz,vrus,002,person,middle,1684840309760020,4.745052005337654,3.089881038287725,1.751630867925039,6.116618928357247,12,vrus,006,person,1.26359,ok
0343,0041_20230523_111106,imptc_set_01.tar.gz,vrus,003,person,middle,1684840316160005,12.684377699575059,13.498667369616197,1.8251682489937138,4.988063242276416,14,vrus,000,person,0.149193,ok
0344,0041_20230523_111106,imptc_set_01.tar.gz,vrus,004,person,middle,1684840289039978,15.339596417261149,14.91157229732149,1.563302001066687,0.45295730892141917,13,vrus,008,person,11.148812,ok
0346,0041_20230523_111106,imptc_set_01.tar.gz,vrus,007,person,middle,1684840315640023,1.241871676636389,4.4698514303267665,1.736292771833988,5.331622962599534,14,vehicles,1074,car,9.549407,ok
0347,0041_20230523_111106,imptc_set_01.tar.gz,vrus,008,person,middle,1684840303440008,31.344124399487832,0.2245082449799638,1.7146170865959331,4.656763634529631,11,vehicles,1086,car,19.141667,ok
0348,0041_20230523_111106,imptc_set_01.tar.gz,vrus,009,person,middle,1684840370320011,-2.2094120725822686,0.2603641436559083,1.6215289086380569,4.758276340501345,12,vehicles,1060,car,7.895808,ok
0349,0041_20230523_111106,imptc_set_01.tar.gz,vrus,010,person,middle,1684840372000000,9.76464457515446,16.2473677393154,1.7837843304841015,0.04503889311998653,12,vehicles,1061,car,6.321092,ok
0350,0041_20230523_111106,imptc_set_01.tar.gz,vrus,011,person,middle,1684840373720011,16.225864042005142,13.42176841944062,1.7585241293053502,5.242062658764425,14,vehicles,1062,car,4.765602,ok
0351,0041_20230523_111106,imptc_set_01.tar.gz,vrus,012,person,middle,1684840291880017,32.53659749525172,12.175986915419596,1.742307448616591,5.14343402748387,14,vrus,008,person,5.30306,ok
0352,0041_20230523_111106,imptc_set_01.tar.gz,vrus,015,person,middle,1684840348239993,33.20846666442026,3.0915884172864843,1.7097277311280226,2.93607045017539,15,vrus,022,person,0.291717,ok
0353,0041_20230523_111106,imptc_set_01.tar.gz,vrus,016,person,middle,1684840356960035,22.060507953630818,12.50042775493473,1.747456732122877,4.842459269375489,10,vehicles,1085,car,7.431614,ok
0354,0041_20230523_111106,imptc_set_01.tar.gz,vrus,017,person,middle,1684840274199984,-3.775419334230865,3.842175030172378,1.6533435721065635,0.30051748014694374,11,vrus,001,person,1.963461,ok
0355,0041_20230523_111106,imptc_set_01.tar.gz,vrus,018,person,middle,1684840338359990,24.15290458999444,10.337870316771815,1.6307226838035997,5.102202426873391,14,vrus,002,person,0.985106,ok
0356,0041_20230523_111106,imptc_set_01.tar.gz,vrus,019,person,middle,1684840316840008,16.664495946151824,15.419330872525828,1.466501865859551,0.05318183741753788,15,vehicles,1034,car,2.693771,ok
0357,0041_20230523_111106,imptc_set_01.tar.gz,vrus,020,person,middle,1684840325920026,14.562537909454095,13.979855675467686,1.8874150995389314,0.08421345522589879,15,vrus,002,person,0.732135,ok
0364,0042_20230523_111514,imptc_set_01.tar.gz,vrus,000,person,middle,1684840570720011,-4.964528913507047,4.199071306105204,1.5407354377702234,0.013807858627586067,10,vrus,002,person,0.534713,ok
0365,0042_20230523_111514,imptc_set_01.tar.gz,vrus,001,person,middle,1684840560280002,-0.329085023363771,1.2936484617572166,1.7342324417445005,0.03182591999006862,9,vrus,006,person,1.474334,ok
0366,0042_20230523_111514,imptc_set_01.tar.gz,vrus,002,person,middle,1684840579680002,-5.051444436046677,4.3025506601460615,1.5594503277300293,0.3430355571937246,14,vrus,000,person,0.527083,ok
0367,0042_20230523_111514,imptc_set_01.tar.gz,vrus,003,person,middle,1684840554199984,11.261265211478927,16.43551420035581,1.6812332020018712,0.049629629866049664,10,vrus,005,person,1.433319,ok
0368,0042_20230523_111514,imptc_set_01.tar.gz,vrus,004,person,middle,1684840553720011,-2.0411738896825122,2.7462724474059304,1.7213035316944372,0.05853617893820306,10,vrus,001,person,2.233238,ok
0369,0042_20230523_111514,imptc_set_01.tar.gz,vrus,005,person,middle,1684840583359990,13.434641436289466,15.821534912879962,1.7865197492981124,1.7941427902927454,11,vrus,004,person,1.604104,ok
0370,0042_20230523_111514,imptc_set_01.tar.gz,vrus,006,person,middle,1684840548760020,-0.013915195920932715,-0.25521598514565247,1.7371393148482943,0.3327815131846082,12,vrus,001,person,1.570899,ok
0371,0042_20230523_111514,imptc_set_01.tar.gz,vrus,007,person,middle,1684840567840008,13.53740040054371,14.436386877264901,1.7615663676217603,0.26751993597595036,10,vrus,005,person,1.74088,ok
0372,0042_20230523_111514,imptc_set_01.tar.gz,vrus,008,person,middle,1684840602560005,14.298453121773118,15.921814275732672,1.744973042024746,0.6332798484583269,10,vrus,005,person,0.705736,ok
0373,0042_20230523_111514,imptc_set_01.tar.gz,vrus,009,person,middle,1684840603720011,25.00761012843221,8.873385456724126,1.6071211949408348,4.91793179473853,13,vehicles,1057,car,8.033742,ok
0374,0042_20230523_111514,imptc_set_01.tar.gz,vrus,010,person,middle,1684840602119996,20.509830993827403,14.133469446780728,1.7547883682976397,4.843661620705371,10,vrus,009,person,5.020618,ok
0375,0042_20230523_111514,imptc_set_01.tar.gz,vrus,011,person,middle,1684840530039978,1.757080659860582,-4.895392483657362,1.7211802681054602,4.869700742303756,15,vrus,006,person,4.544706,ok
0376,0042_20230523_111514,imptc_set_01.tar.gz,vrus,013,person,middle,1684840529039978,-14.742895108938752,12.204962393717631,1.6487716439648756,3.684565800142148,15,vehicles,1022,car,3.744684,ok
0377,0042_20230523_111514,imptc_set_01.tar.gz,vrus,014,person,middle,1684840594359990,31.203617849676828,20.930352718158076,1.6785175909593466,5.632548917945637,10,vrus,001,person,11.940382,ok
0381,0043_20230523_111854,imptc_set_01.tar.gz,vrus,001,person,middle,1684840780119996,14.077790590441069,15.948783785601211,1.744119432847769,0.5091328592979771,8,vrus,003,person,0.292997,ok
0382,0043_20230523_111854,imptc_set_01.tar.gz,vrus,002,person,middle,1684840780119996,13.735932046544196,16.3383690866505,1.8521248434768678,0.012127728755041199,8,vrus,001,person,0.518309,ok
0383,0043_20230523_111854,imptc_set_01.tar.gz,vrus,004,person,middle,1684840781039978,-4.617881438233804,4.4930198189238615,1.4405681732815254,0.3576512006677923,8,vrus,000,bicycle,0.590091,ok
0384,0043_20230523_111854,imptc_set_01.tar.gz,vrus,005,person,middle,1684840789160005,-1.0226871867774037,-3.9983826563634843,1.654532640706044,0.3169955027624148,13,vehicles,1026,car,5.659804,ok
0385,0043_20230523_111854,imptc_set_01.tar.gz,vrus,006,person,middle,1684840803800029,-3.202680521123539,1.6850121371491715,1.656664895418812,0.26572280685495375,15,vrus,000,bicycle,3.140155,ok
0386,0043_20230523_111854,imptc_set_01.tar.gz,vrus,007,person,middle,1684840755920026,-0.380206767185597,4.986923554773445,1.699044421301098,5.231995131427499,14,vrus,001,person,3.128677,ok
0387,0043_20230523_111854,imptc_set_01.tar.gz,vrus,008,person,middle,1684840753640023,16.930775840342847,16.146119927481475,1.5292433438286672,0.018909465469596567,14,vrus,003,person,2.56598,ok
0388,0043_20230523_111854,imptc_set_01.tar.gz,vrus,009,person,middle,1684840790680002,28.73206751505965,6.3155302858152575,1.55645042946115,4.547935818274108,11,vrus,003,person,17.460557,ok
0389,0043_20230523_111854,imptc_set_01.tar.gz,vrus,010,person,middle,1684840746920026,-0.5762695103064625,-1.4230234739935672,1.619493526699241,3.9792477255017986,15,vrus,001,person,1.72872,ok
0390,0043_20230523_111854,imptc_set_01.tar.gz,vrus,011,person,middle,1684840760960035,3.468631647263507,6.004793950441847,1.7908786776190289,4.041533543098898,15,vrus,001,person,0.848214,ok
0391,0043_20230523_111854,imptc_set_01.tar.gz,vrus,012,person,middle,1684840782640023,19.094363722464717,22.302169168097137,1.7462741449013397,3.990960079987657,11,vrus,003,person,7.803385,ok
0392,0043_20230523_111854,imptc_set_01.tar.gz,vrus,013,person,middle,1684840814880017,23.58475750893967,11.278032386600323,1.756149728491959,5.185628459204022,13,vrus,003,person,10.283934,ok
0393,0043_20230523_111854,imptc_set_01.tar.gz,vrus,014,person,middle,1684840752760020,33.37163236477003,7.19735261998562,1.6875527381498114,4.986932278283926,13,vehicles,1043,car,6.452027,ok
0395,0043_20230523_111854,imptc_set_01.tar.gz,vrus,017,person,middle,1684840740880017,-5.235911084203169,3.7511790988548848,1.56896131707853,0.24446726669132465,14,vrus,004,person,0.965689,ok
0396,0043_20230523_111854,imptc_set_01.tar.gz,vrus,018,person,middle,1684840761079987,-5.380772053855884,4.040780067843023,1.483243429092641,0.024220449190318846,15,vrus,000,bicycle,0.886434,ok
0397,0043_20230523_111854,imptc_set_01.tar.gz,vrus,019,person,middle,1684840766399999,-16.568580515959592,13.891420994156537,1.662031138321718,4.268058033035901,11,vrus,005,person,13.665574,ok
0400,0044_20230523_112300,imptc_set_01.tar.gz,vrus,000,person,middle,1684841027119996,-4.701405692772437,5.065437943270056,1.5991587029946879,4.062716043774333,11,vrus,009,person,1.609587,ok
0401,0044_20230523_112300,imptc_set_01.tar.gz,vrus,001,person,middle,1684841025519996,-3.996500446886953,4.290656176591148,1.5683467759047474,1.6306620343084712,10,vrus,009,person,0.153322,ok
0402,0044_20230523_112300,imptc_set_01.tar.gz,vrus,002,person,middle,1684841018440008,-2.4774849777967116,2.0796513148705627,1.7909920386052096,0.07947913948874841,15,vrus,015,person,0.61907,ok
0403,0044_20230523_112300,imptc_set_01.tar.gz,vrus,003,person,middle,1684841015760020,9.96617101246851,16.58131489400266,1.653480708377145,0.046737440615609624,14,vrus,004,person,3.708696,ok
0404,0044_20230523_112300,imptc_set_01.tar.gz,vrus,004,person,middle,1684841015760020,13.666474652664652,16.33195611732717,1.8602952963527908,0.6529779986290979,14,vrus,007,person,1.058712,ok
0405,0044_20230523_112300,imptc_set_01.tar.gz,vrus,006,person,middle,1684841015280002,-2.555412800560637,2.772422545966,1.807601526965407,0.13877387209839218,13,vrus,002,person,0.676796,ok
0406,0044_20230523_112300,imptc_set_01.tar.gz,vrus,007,person,middle,1684841003119996,14.666606622096525,15.933242445231231,1.800230252385878,0.041192239495607394,15,vrus,004,person,0.745764,ok
0407,0044_20230523_112300,imptc_set_01.tar.gz,vrus,008,person,middle,1684841002079987,-3.89208890479724,1.4702443060726762,1.703940562373613,4.0417784073738074,14,vrus,006,person,1.552042,ok
0408,0044_20230523_112300,imptc_set_01.tar.gz,vrus,009,person,middle,1684841038560005,8.700248545180472,12.303164232342091,1.6580201541447364,4.880397974364915,11,vrus,000,person,1.968503,ok
0409,0044_20230523_112300,imptc_set_01.tar.gz,vrus,010,person,middle,1684840995600014,32.03401775376475,15.890577447935726,1.7443441969046154,3.788300889268184,15,vrus,013,person,8.519653,ok
0410,0044_20230523_112300,imptc_set_01.tar.gz,vrus,011,person,middle,1684841007280002,-4.316654710954352,4.530737193984066,1.4899218712043458,0.22037596544258176,15,vrus,001,person,0.570217,ok
0411,0044_20230523_112300,imptc_set_01.tar.gz,vrus,012,person,middle,1684841073560005,-5.368052889548107,3.236916657087769,1.7319584842974927,5.137312691388153,10,vehicles,1044,car,7.627564,ok
0412,0044_20230523_112300,imptc_set_01.tar.gz,vrus,014,person,middle,1684840998399999,-2.5882574598610164,2.835944162773562,1.7890988258845506,0.06548240094901263,15,vrus,006,person,0.726721,ok
0413,0044_20230523_112300,imptc_set_01.tar.gz,vrus,015,person,middle,1684841024680002,-1.5513786472246225,2.069486715245025,1.8963233609406245,1.6827521743112857,11,vrus,002,person,0.788456,ok
0414,0044_20230523_112300,imptc_set_01.tar.gz,vrus,016,person,middle,1684840987480017,-2.8789071290497774,27.722108645194286,1.657070464581326,6.016931279773304,14,vrus,019,person,0.995686,ok
0417,0044_20230523_112300,imptc_set_01.tar.gz,vrus,019,person,middle,1684840987039978,-1.962857722604483,25.614796541534005,1.752937329533941,13.235021184853789,14,vrus,016,person,1.662988,ok
0419,0045_20230526_054302,imptc_set_01.tar.gz,vrus,000,person,middle,1685079800920035,1.6369126564848437,4.449519254612518,1.4907736252647774,5.0853730565418305,13,vehicles,1015,car,7.869271,ok
0427,0046_20230526_054602,imptc_set_01.tar.gz,vrus,001,person,middle,1685079973240035,-8.035215148275947,5.7738962850242475,1.666833876332209,5.346257085456938,7,vehicles,1011,car,5.203377,ok
0429,0046_20230526_054602,imptc_set_01.tar.gz,vrus,004,person,middle,1685079967360035,-3.936138240598595,29.595746641603185,1.5644661048145954,4.961022074697181,7,vehicles,1013,car,10.412484,ok
0430,0047_20230526_055334,imptc_set_01.tar.gz,vrus,000,person,middle,1685080503920035,12.275546031363525,15.652219163437941,1.6382962977357725,0.0967384424747116,6,vrus,001,person,1.469659,ok
0431,0047_20230526_055334,imptc_set_01.tar.gz,vrus,001,person,middle,1685080486160035,10.957201472240158,16.280727834297956,1.7394477895057918,0.007105785826927173,8,vrus,000,person,1.468321,ok
0432,0047_20230526_055334,imptc_set_01.tar.gz,vrus,003,person,middle,1685080516040035,25.36938775647711,9.653657873088642,1.73902633090974,6.493068935168378,6,vehicles,1084,car,9.291466,ok
0433,0047_20230526_055334,imptc_set_01.tar.gz,vrus,004,person,middle,1685080555840035,-7.54615590339824,-6.8900878809171555,1.6262627318566367,0.19110017880427552,13,vrus,009,bicycle,6.11271,ok
0435,0047_20230526_055334,imptc_set_01.tar.gz,vrus,006,person,middle,1685080443440035,0.39684594264592815,-3.887117088027827,1.6470040263066654,1.7680009328464956,10,vrus,002,person,14.413626,ok
0436,0047_20230526_055334,imptc_set_01.tar.gz,vrus,008,person,middle,1685080462720035,24.85819345531604,-3.893094859468726,1.6789897531052023,0.17048048587553596,7,vrus,000,person,19.663833,ok
0438,0047_20230526_055334,imptc_set_01.tar.gz,vrus,010,person,middle,1685080569240035,-1.320182997819199,-1.0754496866249503,1.536643126685031,0.06290476283403053,12,vehicles,1064,car,7.869042,ok
0440,0048_20230526_060338,imptc_set_01.tar.gz,vrus,000,person,middle,1685081055960035,-2.8647634692947164,0.7555860814526585,1.7458817937259596,0.36225164066539245,6,vehicles,1035,car,9.973932,ok
0441,0048_20230526_060338,imptc_set_01.tar.gz,vrus,001,person,middle,1685081068320035,8.887011344145026,-10.531979082907139,1.7377619043574484,0.04285752741705783,9,vehicles,1033,car,7.557561,ok
0442,0048_20230526_060338,imptc_set_01.tar.gz,vrus,002,person,middle,1685081036800035,5.327598364907688,20.369668065856327,1.7131029659111494,4.703264892497827,2,vrus,000,person,6.785257,ok
0443,0048_20230526_060338,imptc_set_01.tar.gz,vrus,003,person,middle,1685081028080035,15.760392217076513,14.83144408471656,1.7446769225910472,6.542522848723765,5,vrus,002,person,0.495558,ok
0444,0049_20230526_060526,imptc_set_01.tar.gz,vrus,000,person,middle,1685081184040035,18.00477039679626,13.554506839718075,1.633369057429391,4.869606985212949,4,vehicles,1004,car,10.259922,ok
0445,0049_20230526_060526,imptc_set_01.tar.gz,vrus,001,person,middle,1685081145840035,7.8275602526636945,15.50926833892883,1.6940728554776383,5.3419055439107614,5,vrus,002,person,4.09135,ok
