sample_id,nearest_type,nearest_class,nearest_dist,n_neighbors_found,displacement,avg_speed_est,status_moment,status_future
0512,vrus,person,3.109139,12,7.017938,1.403588,ok,ok
0513,vehicles,car,4.612578,14,0.083449,0.01669,ok,ok
0514,vrus,person,4.528622,15,8.65059,1.730118,ok,ok
0515,vehicles,truck,11.140318,13,5.252945,1.050589,ok,ok
0517,vrus,person,2.37379,9,0.00549,0.001098,ok,ok
0518,vrus,person,1.842491,9,0.005008,0.001002,ok,ok
0519,vrus,person,1.850616,9,0.014646,0.002929,ok,ok
0521,vehicles,car,6.984916,15,0.027705,0.005541,ok,ok
0523,vrus,person,1.346766,12,6.052177,1.210435,ok,ok
0524,vrus,person,1.597957,13,6.444526,1.288905,ok,ok
0528,vrus,person,0.702294,10,0.06252,0.012504,ok,ok
0529,vrus,person,0.668054,9,0.083195,0.016639,ok,ok
0530,vehicles,car,4.063385,9,6.20481,1.240962,ok,ok
0533,vehicles,car,13.489141,4,1.880672,0.376134,ok,ok
0534,vehicles,car,12.908901,5,7.839191,1.567838,ok,ok
0541,vrus,bicycle,3.515372,11,8.176637,1.635327,ok,ok
0544,vrus,person,0.664834,9,0.135444,0.027089,ok,ok
0545,vehicles,car,13.793533,5,9.638576,1.927715,ok,ok
0549,vrus,person,1.277481,13,5.742726,1.148545,ok,ok
0552,vrus,person,2.010881,9,7.289216,1.457843,ok,ok
0553,vehicles,car,10.433051,7,8.248455,1.649691,ok,ok
0554,vrus,person,0.585447,10,6.59907,1.319814,ok,ok
0555,vehicles,car,21.929291,5,4.212616,0.842523,ok,ok
0556,vrus,person,0.540184,13,7.49469,1.498938,ok,ok
0557,vrus,motorcycle,10.646261,12,7.921556,1.584311,ok,ok
0563,vrus,person,1.549791,9,8.398997,1.679799,ok,ok
0564,vrus,person,0.902174,8,7.715655,1.543131,ok,ok
0565,vehicles,car,30.82741,3,6.880447,1.376089,ok,ok
0566,vrus,person,7.665484,10,0.094811,0.018962,ok,ok
0567,vehicles,car,2.99958,5,7.534101,1.50682,ok,ok
0568,vrus,bicycle,6.709194,10,8.273154,1.654631,ok,ok
0573,vehicles,car,7.157504,10,0.412515,0.082503,ok,ok
0574,vrus,person,14.195873,6,7.130129,1.426026,ok,ok
0575,vrus,person,10.94135,10,5.071031,1.014206,ok,ok
0578,vehicles,car,16.88196,7,6.249557,1.249911,ok,ok
0579,vehicles,car,4.917619,5,7.417443,1.483489,ok,ok
0583,vrus,person,0.412792,4,1.435759,0.287152,ok,ok
0584,vrus,person,0.357614,5,0.095545,0.019109,ok,ok
0585,vrus,person,15.694581,5,0.216873,0.043375,ok,ok
0588,vehicles,car,5.445224,3,0.776935,0.155387,ok,ok
0589,vehicles,car,19.707776,4,1.724846,0.344969,ok,ok
0591,vrus,scooter,17.47188,4,0.024486,0.004897,ok,ok
0595,vehicles,car,4.490587,5,0.021269,0.004254,ok,ok
0596,vrus,person,0.909993,12,7.169763,1.433953,ok,ok
0597,vrus,person,2.567227,15,5.975667,1.195133,ok,ok
0598,vrus,person,0.568851,15,5.881574,1.176315,ok,ok
0599,vrus,person,0.474881,14,7.311477,1.462295,ok,ok
0600,vrus,person,16.030925,11,7.955535,1.591107,ok,ok
0602,vrus,person,0.538591,15,6.09869,1.219738,ok,ok
0603,vehicles,car,23.698902,11,2.069378,0.483496,ok,ok
0608,vrus,scooter,1.182997,10,16.473054,3.294611,ok,ok
0611,vehicles,car,7.240465,5,0.011048,0.00221,ok,ok
0612,vrus,person,0.214351,8,6.757552,1.35151,ok,ok
0613,vehicles,car,8.969348,8,7.423836,1.484767,ok,ok
0614,vehicles,car,25.722955,4,5.965511,1.193102,ok,ok
0623,vrus,person,2.760684,6,6.937143,1.387429,ok,ok
0624,vehicles,car,14.61336,2,7.296725,1.459345,ok,ok
0628,vrus,person,2.798135,6,0.02122,0.004244,ok,ok
0629,vrus,person,1.590982,8,0.013468,0.002694,ok,ok
0630,vrus,person,1.718396,7,0.03644,0.007288,ok,ok
0631,vrus,person,2.208665,15,0.052024,0.010405,ok,ok
0632,vrus,person,2.345477,15,0.987396,0.197479,ok,ok
0633,vehicles,car,8.045091,13,0.112679,0.022536,ok,ok
0634,vehicles,car,8.737579,6,6.090818,1.218164,ok,ok
0635,vehicles,car,2.438606,13,0.463479,0.092696,ok,ok
0636,vrus,person,7.203012,5,0.126233,0.025247,ok,ok
0638,vrus,person,20.044478,7,0.047672,0.009534,ok,ok
0639,vrus,person,1.069605,7,12.249773,2.449955,ok,ok
0640,vehicles,car,20.771553,4,5.975707,1.276864,ok,ok
0644,vrus,person,1.564496,10,0.025052,0.00501,ok,ok
0645,vrus,person,0.94042,8,8.520186,1.704037,ok,ok
0646,vrus,person,5.282618,7,7.095689,1.419138,ok,ok
0647,vrus,bicycle,23.315196,11,0.3567,0.07134,ok,ok
0650,vehicles,car,13.205441,5,0.139116,0.027823,ok,ok
0652,vehicles,car,7.944177,3,7.959836,1.591967,ok,ok
0654,vehicles,car,9.218746,4,0.043438,0.008688,ok,ok
0655,vehicles,car,22.587752,10,0.12098,0.024196,ok,ok
0656,vehicles,car,24.427,5,0.383601,0.07672,ok,ok
0660,vrus,person,2.347139,4,6.511551,1.30231,ok,ok
0661,vrus,person,1.520672,6,9.049994,1.809999,ok,ok
0662,vrus,person,5.06631,6,8.563397,1.712679,ok,ok
0667,vehicles,car,12.510755,7,5.371955,1.074391,ok,ok
0668,vrus,person,0.697758,10,6.467913,1.293583,ok,ok
0669,vrus,person,0.570673,10,0.428059,0.085612,ok,ok
0670,vehicles,car,13.727782,6,7.238561,1.447712,ok,ok
0673,vehicles,car,16.820699,8,0.007447,0.001489,ok,ok
0674,vrus,person,0.642199,9,5.330635,1.066127,ok,ok
0682,vehicles,car,14.982979,6,1.006307,0.201261,ok,ok
0684,vrus,person,0.733682,15,7.089866,1.417973,ok,ok
0685,vrus,person,1.036102,7,6.305638,1.261128,ok,ok
0686,vrus,person,3.643815,13,6.590031,1.318006,ok,ok
0687,vrus,scooter,23.458169,9,1.849065,0.369813,ok,ok
0689,vrus,bicycle,25.480985,7,0.739222,0.147844,ok,ok
0691,vrus,person,0.585551,8,6.209786,1.241957,ok,ok
0692,vrus,bicycle,4.04009,5,6.242649,1.311488,ok,ok
0697,vrus,person,0.670106,7,7.430508,1.486102,ok,ok
0699,vrus,person,0.651624,7,7.229132,1.445826,ok,ok
0700,vehicles,car,10.94454,6,0.008611,0.001722,ok,ok
0701,vehicles,car,10.635552,7,0.005792,0.001158,ok,ok
0706,vrus,person,1.835836,7,0.38561,0.077122,ok,ok
0707,vrus,person,0.472619,7,0.050867,0.010173,ok,ok
0708,vrus,person,2.774024,9,3.159593,0.631919,ok,ok
0709,vrus,person,0.478482,7,0.036582,0.007316,ok,ok
0710,vrus,person,4.198009,10,2.792512,0.558502,ok,ok
0716,vehicles,car,7.730997,11,1.881064,0.376213,ok,ok
0717,vehicles,car,7.020684,7,6.496314,1.299263,ok,ok
0718,vrus,person,0.899604,11,5.298315,1.059663,ok,ok
0719,vrus,person,0.993747,12,4.191521,0.838304,ok,ok
0720,vrus,person,6.362784,12,0.150346,0.030069,ok,ok
0722,vrus,person,0.863416,11,0.370529,0.074106,ok,ok
0723,vehicles,car,6.043991,11,6.883942,1.376788,ok,ok
0724,vrus,person,0.666693,14,7.08847,1.417694,ok,ok
0725,vrus,person,0.416077,12,7.045268,1.409054,ok,ok
0726,vrus,person,0.852595,13,6.615265,1.323053,ok,ok
0727,vrus,person,2.956679,14,4.47161,0.894322,ok,ok
0728,vrus,person,0.155543,14,1.699137,0.339827,ok,ok
0729,vrus,person,1.600152,13,7.834685,1.566937,ok,ok
0730,vrus,person,1.920464,13,0.189922,0.037984,ok,ok
0731,vrus,person,3.43984,13,6.867055,1.373411,ok,ok
0732,vrus,person,0.793475,13,0.040453,0.008091,ok,ok
0733,vehicles,car,10.975055,11,5.924046,1.184809,ok,ok
0734,vrus,person,3.384333,11,7.297478,1.459496,ok,ok
0735,vehicles,car,11.872386,10,5.327616,1.256506,ok,ok
0736,vrus,person,27.85675,4,4.568113,0.913623,ok,ok
0737,vrus,person,7.79465,1,6.820554,1.364111,ok,ok
0738,vrus,person,0.546015,5,6.924164,1.384833,ok,ok
0739,vrus,person,0.550453,5,6.46481,1.292962,ok,ok
0740,vrus,person,0.469174,7,7.193949,1.43879,ok,ok
0742,vehicles,car,19.442432,4,3.013015,0.602603,ok,ok
0743,vrus,person,4.941229,4,5.31278,1.062556,ok,ok
0745,vehicles,car,5.367133,5,8.288622,1.657724,ok,ok
0746,vrus,person,5.336739,4,6.176969,1.235394,ok,ok
0747,vrus,person,1.582748,8,4.502442,0.900488,ok,ok
0749,vehicles,car,13.000473,9,2.878528,0.575706,ok,ok
0753,vrus,scooter,0.556056,7,0.379896,0.075979,ok,ok
0755,vrus,person,9.179735,8,7.331131,1.466226,ok,ok
0761,vrus,bicycle,9.98908,11,6.945029,1.389006,ok,ok
0763,vehicles,car,24.654803,4,5.839442,1.167888,ok,ok
0764,vrus,person,0.233887,6,6.99136,1.398272,ok,ok
0767,vehicles,car,9.380653,4,0.305339,0.061068,ok,ok
0768,vrus,person,1.913096,8,0.193167,0.038633,ok,ok
0769,vrus,bicycle,8.483222,12,7.542318,1.508464,ok,ok
0772,vrus,bicycle,3.754248,2,0.049078,0.009816,ok,ok
0774,vehicles,car,16.480454,6,6.163133,1.232627,ok,ok
0775,vrus,person,0.518134,5,6.082803,1.216561,ok,ok
0776,vrus,person,0.280104,1,6.197657,1.239531,ok,ok
0777,vehicles,car,9.404813,9,8.379625,1.675925,ok,ok
0778,vehicles,car,13.087896,9,6.17285,1.23457,ok,ok
0780,vehicles,car,5.390549,7,0.717547,0.143509,ok,ok
0781,vrus,person,0.593608,11,0.001923,0.000385,ok,ok
0782,vrus,bicycle,0.752553,15,8.153606,1.630721,ok,ok
0785,vrus,person,14.243807,5,7.009298,1.40186,ok,ok
0786,vrus,person,2.287178,11,7.201876,1.440375,ok,ok
0787,vrus,person,11.29369,10,5.746783,1.149357,ok,ok
0788,vehicles,car,5.866801,10,8.752025,1.750405,ok,ok
0789,vehicles,car,6.776535,12,7.038821,1.407764,ok,ok
0790,vrus,person,5.537128,12,6.267284,1.253457,ok,ok
0791,vrus,person,2.093095,11,6.775512,1.447749,ok,ok
0793,vrus,scooter,3.164431,8,0.044493,0.008899,ok,ok
0794,vehicles,car,10.826409,5,6.757519,1.351504,ok,ok
0796,vrus,person,6.169214,10,4.064925,0.812985,ok,ok
0797,vehicles,car,8.363447,10,7.64995,1.52999,ok,ok
0800,vehicles,car,7.874531,14,0.459014,0.091803,ok,ok
0802,vehicles,car,4.621283,13,5.977676,1.195535,ok,ok
0807,vrus,person,5.217959,12,6.158517,1.231703,ok,ok
0808,vehicles,car,5.559918,8,7.873413,1.574683,ok,ok
0809,vrus,bicycle,3.619574,9,8.039478,1.607896,ok,ok
0811,vrus,person,1.027541,9,5.092966,1.018593,ok,ok
0812,vrus,person,0.961517,9,4.557272,0.911454,ok,ok
0813,vrus,person,1.023834,9,4.614379,0.922876,ok,ok
0814,vrus,person,3.435298,9,6.588029,1.317606,ok,ok
0815,vrus,person,2.957468,12,6.323612,1.264722,ok,ok
0817,vrus,person,24.178284,8,0.193372,0.038674,ok,ok
0818,vrus,stroller,3.391298,5,1.239427,0.247885,ok,ok
0820,vehicles,car,8.823527,5,9.082484,1.816497,ok,ok
0821,vehicles,car,11.246764,4,4.975839,0.995168,ok,ok
0822,vrus,person,11.449857,9,0.047558,0.009512,ok,ok
0823,vrus,person,1.115098,9,4.805155,0.961031,ok,ok
0825,vrus,person,1.03952,10,0.859518,0.171904,ok,ok
0827,vrus,person,0.536232,9,7.830174,1.566035,ok,ok
0828,vrus,person,0.694153,9,7.768797,1.553759,ok,ok
0830,vehicles,car,12.453629,7,5.872158,1.174432,ok,ok
0831,vrus,person,11.819741,10,7.787417,1.557483,ok,ok
0832,vehicles,car,5.760944,7,7.785167,1.557033,ok,ok
0833,vrus,bicycle,16.692778,11,3.886825,0.777365,ok,ok
0837,vrus,stroller,0.575343,7,5.225372,1.045074,ok,ok
0843,vehicles,car,5.095093,11,0.032536,0.006507,ok,ok
0844,vrus,person,8.723865,7,5.510232,1.102046,ok,ok
0845,vehicles,car,12.854747,11,5.679212,1.135842,ok,ok
0846,vrus,person,5.051705,9,4.805235,0.961047,ok,ok
0849,vrus,person,0.146513,9,5.501585,1.100317,ok,ok
0850,vrus,person,1.70587,10,6.443976,1.288795,ok,ok
0851,vrus,person,0.331514,10,6.518226,1.303645,ok,ok
0852,vehicles,car,7.881347,15,5.983508,1.196702,ok,ok
0853,vehicles,car,13.244551,8,5.451066,1.090213,ok,ok
0855,vehicles,car,6.154248,7,5.160284,1.277295,ok,ok
0858,vrus,scooter,8.599818,6,6.362852,1.27257,ok,ok
0859,vrus,person,2.076697,12,1.908676,0.381735,ok,ok
0860,vrus,person,1.287898,5,2.171115,0.434223,ok,ok
0861,vrus,person,2.787014,7,3.027325,0.605465,ok,ok
0863,vrus,person,0.757253,9,7.124323,1.424865,ok,ok
0864,vrus,person,1.082557,7,7.049642,1.409928,ok,ok
0865,vehicles,car,10.461413,6,4.473884,0.894777,ok,ok
0866,vrus,person,0.982255,6,2.86546,0.573092,ok,ok
0867,vehicles,car,23.097041,9,0.319412,0.063882,ok,ok
0868,vrus,person,6.382447,4,8.370609,1.674122,ok,ok
0872,vehicles,car,7.405919,6,5.399671,1.079934,ok,ok
0879,vrus,bicycle,11.657572,3,1.148477,0.229695,ok,ok
0885,vrus,person,12.299163,9,0.124046,0.024809,ok,ok
0886,vrus,person,0.662846,5,7.740462,1.548092,ok,ok
0887,vehicles,truck,7.161742,8,0.342364,0.068473,ok,ok
0888,vehicles,car,4.240211,10,0.382551,0.07651,ok,ok
0889,vrus,person,8.521347,4,3.403483,0.680697,ok,ok
0890,vehicles,car,10.100806,5,0.13436,0.026872,ok,ok
0891,vrus,person,4.164541,11,5.688968,1.137794,ok,ok
0892,vrus,person,3.695325,3,6.158048,1.23161,ok,ok
0893,vrus,person,0.591427,8,0.592199,0.11844,ok,ok
0894,vrus,person,2.850604,14,6.070488,1.214098,ok,ok
0897,vrus,person,4.788622,7,6.186235,1.516239,ok,ok
0899,vrus,person,8.000581,5,5.400152,1.08003,ok,ok
0901,vrus,bicycle,15.840902,10,3.918207,0.783641,ok,ok
0903,vehicles,car,10.366611,6,6.789401,1.450731,ok,ok
0906,vehicles,car,6.694551,6,4.881741,0.976348,ok,ok
0910,vehicles,car,12.822283,2,1.348521,0.269704,ok,ok
0911,vehicles,car,4.847057,8,7.849423,1.569885,ok,ok
0912,vehicles,car,10.154314,9,7.412696,1.482539,ok,ok
0919,vrus,person,0.770423,6,5.478091,1.095618,ok,ok
0920,vrus,person,0.455637,13,7.677556,1.535511,ok,ok
0921,vrus,person,1.840186,8,6.742751,1.34855,ok,ok
0922,vehicles,car,5.229924,9,8.515607,1.703121,ok,ok
0923,vrus,person,0.262406,13,7.728892,1.545778,ok,ok
0924,vrus,person,0.615809,4,5.705587,1.141117,ok,ok
0925,vehicles,car,5.600466,8,6.109784,1.221957,ok,ok
0926,vrus,person,0.135288,13,7.099694,1.419939,ok,ok
0927,vrus,person,0.162016,12,6.892788,1.378558,ok,ok
0932,vrus,person,2.934357,10,4.973882,0.994776,ok,ok
0933,vrus,person,0.30623,9,7.441728,1.488346,ok,ok
0934,vehicles,car,5.098577,10,0.023269,0.004654,ok,ok
0940,vehicles,car,7.059554,10,0.02201,0.004402,ok,ok
0941,vrus,person,0.169219,11,0.15057,0.030114,ok,ok
0942,vrus,person,5.715593,6,3.846236,0.769247,ok,ok
0944,vrus,person,0.124699,11,0.066071,0.013214,ok,ok
0946,vrus,person,2.388317,11,6.205509,1.241102,ok,ok
0947,vrus,person,1.303555,8,2.902411,0.678133,ok,ok
0950,vehicles,car,18.234887,3,7.597473,1.519495,ok,ok
0951,vrus,bicycle,6.070736,9,6.810592,1.362118,ok,ok
0955,vehicles,car,16.33517,5,0.946785,0.189357,ok,ok
0958,vrus,bicycle,2.062341,8,7.104084,1.420817,ok,ok
0959,vehicles,car,8.295355,8,1.183549,0.23671,ok,ok
0960,vehicles,car,5.912178,9,6.62267,1.324534,ok,ok
0961,vehicles,car,9.330536,9,2.516095,0.503219,ok,ok
0963,vehicles,car,15.997115,6,2.603576,0.529184,ok,ok
0966,vehicles,car,14.534379,8,0.037237,0.007447,ok,ok
0967,vrus,person,17.720816,4,6.421797,1.284359,ok,ok
0968,vrus,person,2.092174,4,6.32344,1.264688,ok,ok
0969,vehicles,car,4.826348,15,0.2974,0.05948,ok,ok
0970,vehicles,car,6.51415,6,6.442998,1.2886,ok,ok
0972,vrus,bicycle,12.234903,11,0.084155,0.016831,ok,ok
0973,vehicles,car,6.693879,13,0.033007,0.006601,ok,ok
0974,vrus,motorcycle,10.229819,5,5.7116,1.14232,ok,ok
0976,vrus,person,0.12941,11,5.852042,1.170408,ok,ok
0979,vrus,person,6.208161,11,8.529541,1.705908,ok,ok
0982,vrus,person,0.886197,8,6.378374,1.275675,ok,ok
0985,vrus,bicycle,1.59558,6,0.068825,0.013765,ok,ok
0988,vehicles,car,10.75895,12,6.674889,1.334978,ok,ok
0990,vrus,person,11.356193,11,6.185792,1.237158,ok,ok
0991,vrus,person,8.643528,5,10.70007,2.140014,ok,ok
0995,vehicles,car,9.808016,11,7.724122,1.544824,ok,ok
0996,vehicles,car,10.353674,5,8.142927,1.628585,ok,ok
0997,vehicles,car,5.102577,15,8.769997,1.753999,ok,ok
0998,vrus,bicycle,10.346519,10,6.933396,1.386679,ok,ok
1007,vehicles,car,8.753013,13,0.069224,0.013845,ok,ok
1009,vrus,scooter,8.158129,6,7.036656,1.407331,ok,ok
1011,vrus,scooter,13.39692,8,5.998308,1.199662,ok,ok
1013,vrus,person,3.497839,12,5.379353,1.075871,ok,ok
1020,vrus,person,1.485263,5,0.344569,0.068914,ok,ok
1021,vrus,person,1.488718,7,0.041238,0.008248,ok,ok
1022,vrus,person,0.694438,7,7.087811,1.417562,ok,ok
1023,vrus,person,8.888859,10,0.895528,0.179106,ok,ok
1024,vrus,person,0.415369,7,1.612168,0.322434,ok,ok
1025,vehicles,car,30.246727,4,5.661743,1.132349,ok,ok
1026,vrus,person,0.669956,10,6.930226,1.386045,ok,ok
1032,vrus,person,0.646221,8,0.103047,0.020609,ok,ok
1033,vehicles,car,14.489359,8,0.053003,0.010601,ok,ok
1034,vrus,person,0.840136,9,0.049163,0.009833,ok,ok
1037,vrus,person,0.800134,14,1.530509,0.306102,ok,ok
1040,vrus,person,0.887923,10,0.312011,0.062905,ok,ok
1041,vrus,person,0.827924,10,0.282598,0.056976,ok,ok
1044,vrus,bicycle,17.188209,3,2.851842,0.570368,ok,ok
1045,vehicles,car,7.352922,6,0.130005,0.026001,ok,ok
1046,vrus,person,7.564689,8,0.139348,0.02787,ok,ok
1047,vehicles,car,5.828048,9,11.247108,2.249422,ok,ok
1053,vehicles,car,11.731104,4,0.359353,0.071871,ok,ok
1054,vrus,person,7.549059,9,4.930933,0.986187,ok,ok
1055,vrus,person,4.496735,8,11.692433,2.338487,ok,ok
1056,vrus,person,17.580156,9,4.945006,0.989001,ok,ok
1057,vehicles,truck,19.303734,6,0.01564,0.003128,ok,ok
1059,vrus,person,0.830646,4,1.118872,0.223774,ok,ok
1060,vrus,person,0.571342,4,0.022496,0.004499,ok,ok
1061,vrus,person,0.660601,10,5.257532,1.051506,ok,ok
1062,vrus,person,0.540673,6,6.96667,1.393334,ok,ok
1067,vrus,person,3.55887,7,0.105001,0.021,ok,ok
1068,vrus,person,3.524389,8,0.275023,0.055005,ok,ok
1069,vrus,person,12.448472,7,0.021718,0.004344,ok,ok
1070,vrus,person,2.546382,6,6.479801,1.29596,ok,ok
1071,vrus,person,0.12485,6,7.578804,1.515761,ok,ok
1072,vehicles,car,15.431417,6,7.081458,1.416292,ok,ok
1073,vrus,person,0.188524,6,7.407263,1.481453,ok,ok
1075,vehicles,car,13.604896,5,4.914664,0.982933,ok,ok
1076,vrus,person,0.733605,6,4.251566,0.850313,ok,ok
1077,vrus,person,0.643423,11,5.477274,1.095455,ok,ok
1078,vehicles,car,8.033218,9,9.330363,1.866073,ok,ok
1079,vrus,person,4.638894,4,6.817039,1.363408,ok,ok
1080,vrus,person,14.934644,5,8.058727,1.611745,ok,ok
1081,vrus,person,9.502068,3,6.218295,1.243659,ok,ok
1082,vrus,person,0.629067,12,4.829476,0.965895,ok,ok
1083,vrus,person,23.580106,4,5.123529,1.024706,ok,ok
1084,vrus,person,1.105514,9,5.5871,1.11742,ok,ok
1085,vehicles,car,6.839911,5,6.06137,1.212274,ok,ok
1087,vrus,person,3.334334,10,4.583506,0.916701,ok,ok
1090,vrus,person,3.131306,10,5.429009,1.085802,ok,ok
1093,vrus,person,20.652419,8,5.897799,1.365228,ok,ok
1095,vehicles,car,16.132818,6,0.996958,0.199392,ok,ok
1096,vehicles,car,15.697603,6,5.780249,1.15605,ok,ok
1100,vehicles,car,21.368772,7,0.945661,0.189132,ok,ok
1101,vehicles,car,11.100161,6,6.400542,1.280108,ok,ok
1102,vrus,person,6.648061,6,6.904058,1.380812,ok,ok
1103,vehicles,car,8.287384,13,5.310136,1.062027,ok,ok
1104,vrus,person,3.785753,8,6.096161,1.219232,ok,ok
1105,vrus,person,6.911103,8,5.702699,1.14054,ok,ok
1109,vrus,bicycle,7.899408,6,0.408434,0.081687,ok,ok
1117,vehicles,car,15.200601,3,0.025861,0.005172,ok,ok
1118,vrus,person,5.326258,4,6.859409,1.371882,ok,ok
1120,vehicles,truck,19.654831,4,8.263586,1.652717,ok,ok
1121,vrus,person,25.028729,4,5.875462,1.175092,ok,ok
1129,vrus,person,9.576989,11,7.093689,1.418738,ok,ok
1131,vrus,person,4.086049,12,2.797709,0.559542,ok,ok
1132,vrus,person,1.817723,4,6.260321,1.252064,ok,ok
1134,vehicles,car,9.718571,14,7.837231,1.567446,ok,ok
1146,vehicles,car,11.879192,11,0.025978,0.005196,ok,ok
1147,vrus,person,5.152854,5,0.025276,0.005055,ok,ok
1149,vrus,person,3.656965,13,1.443198,0.28864,ok,ok
1150,vrus,person,0.906753,8,5.21823,1.043646,ok,ok
1151,vrus,person,4.360261,9,7.843235,1.568647,ok,ok
1153,vrus,person,0.453441,3,7.248461,1.449692,ok,ok
1154,vrus,person,0.986203,8,5.570658,1.114132,ok,ok
1155,vrus,person,0.38455,3,7.027182,1.405436,ok,ok
1159,vehicles,car,3.494568,12,7.600786,1.520157,ok,ok
1160,vrus,person,1.482407,12,7.028239,1.405648,ok,ok
1161,vrus,person,1.376608,12,8.994759,1.798952,ok,ok
1162,vrus,person,7.260213,12,7.869446,1.573889,ok,ok
1165,vehicles,car,11.439874,9,0.67627,0.135254,ok,ok
1166,vehicles,car,17.309228,6,1.266648,0.25333,ok,ok
1167,vrus,bicycle,1.926315,6,5.911323,1.182265,ok,ok
1172,vrus,person,2.778753,11,0.021102,0.00422,ok,ok
1173,vrus,person,2.771375,10,0.037801,0.00756,ok,ok
1174,vrus,person,16.274645,9,7.749072,1.549814,ok,ok
1175,vehicles,truck,11.457007,9,8.313821,1.662764,ok,ok
1176,vrus,person,0.419299,10,8.694698,1.73894,ok,ok
1178,vehicles,car,10.529172,10,5.945499,1.1891,ok,ok
1182,vrus,person,0.859555,5,6.902927,1.380585,ok,ok
1184,vrus,person,1.35982,7,6.775255,1.355051,ok,ok
1186,vrus,bicycle,4.145082,9,1.000763,0.238276,ok,ok
1193,vehicles,car,8.812636,8,5.533685,1.106737,ok,ok
1202,vehicles,car,12.053001,6,0.045007,0.009001,ok,ok
1214,vrus,person,0.297334,6,0.116307,0.023261,ok,ok
1216,vrus,person,0.053115,9,7.473962,1.494792,ok,ok
1217,vrus,person,0.63039,10,7.039255,1.407851,ok,ok
1218,vrus,person,0.320537,7,0.50807,0.101614,ok,ok
1219,vrus,person,0.678013,6,0.677572,0.135514,ok,ok
1225,vehicles,car,12.557418,7,0.350208,0.070042,ok,ok
1226,vrus,person,4.479051,8,5.015684,1.003137,ok,ok
1227,vrus,person,1.777018,9,8.495901,1.69918,ok,ok
1228,vrus,person,5.398033,6,4.881973,0.976395,ok,ok
1229,vrus,person,7.740358,6,5.404084,1.080817,ok,ok
1230,vrus,person,8.484643,6,6.029172,1.205834,ok,ok
1231,vehicles,car,8.37956,6,7.05132,1.410264,ok,ok
1232,vrus,person,18.64039,5,7.856378,1.571276,ok,ok
1234,vrus,person,19.399855,5,0.862027,0.172405,ok,ok
1235,vrus,person,12.314835,3,0.23112,0.046224,ok,ok
1236,vehicles,car,9.528018,4,9.058841,1.811768,ok,ok
1237,vehicles,car,13.996594,8,5.228782,1.045756,ok,ok
1239,vehicles,car,9.723647,6,8.603382,1.720676,ok,ok
1240,vehicles,car,7.293976,9,5.780911,1.156182,ok,ok
1242,vrus,person,0.534705,9,4.926403,0.985281,ok,ok
1243,vrus,person,6.161874,6,0.064118,0.012824,ok,ok
1244,vrus,person,5.687582,10,5.835377,1.167075,ok,ok
1245,vrus,person,5.069966,12,6.070241,1.214048,ok,ok
1248,vrus,person,0.596363,9,4.351385,0.870277,ok,ok
1249,vehicles,car,4.876409,13,7.088227,1.417645,ok,ok
1250,vehicles,truck,7.851194,11,6.601978,1.320396,ok,ok
1251,vrus,person,0.696144,10,2.309302,0.539552,ok,ok
1253,vrus,person,3.47529,11,0.034636,0.006927,ok,ok
1254,vrus,person,1.100162,12,0.281903,0.056381,ok,ok
1255,vrus,person,1.11564,12,5.011926,1.002385,ok,ok
1256,vrus,person,4.953534,11,6.438135,1.287627,ok,ok
1258,vehicles,car,19.857815,6,1.57883,0.315766,ok,ok
1259,vrus,person,12.654373,13,1.054088,0.210818,ok,ok
1264,vehicles,car,4.506422,6,8.249524,1.649905,ok,ok
1265,vehicles,car,6.500217,5,5.669889,1.133978,ok,ok
1267,vehicles,car,15.633562,10,6.549486,1.309897,ok,ok
1268,vehicles,car,9.800197,11,7.673776,1.534755,ok,ok
1273,vehicles,car,13.100606,15,1.926029,0.385206,ok,ok
1283,vrus,person,7.691778,15,0.102706,0.020541,ok,ok
1284,vrus,person,6.340624,14,7.276765,1.455353,ok,ok
1286,vehicles,car,9.431138,6,8.4592,1.69184,ok,ok
1288,vrus,scooter,5.216139,15,5.348429,1.069686,ok,ok
1290,vehicles,car,4.389916,11,7.233746,1.446749,ok,ok
1291,vehicles,car,8.812317,15,9.601596,1.920319,ok,ok
1293,vrus,person,1.83442,10,6.464101,1.29282,ok,ok
1300,vehicles,car,7.565,10,4.420293,0.884059,ok,ok
1301,vrus,person,1.348538,7,8.118651,1.62373,ok,ok
1302,vrus,person,6.363069,8,7.266607,1.453321,ok,ok
1303,vehicles,car,8.55452,13,7.317612,1.463522,ok,ok
1304,vrus,person,10.733862,14,5.140944,1.028189,ok,ok
1305,vehicles,car,11.883899,11,0.21074,0.042148,ok,ok
1306,vrus,person,0.917585,10,4.631013,0.926203,ok,ok
1308,vehicles,car,7.716543,15,1.189728,0.245812,ok,ok
1309,vrus,person,14.14561,11,6.968071,1.569398,ok,ok
1310,vrus,person,5.713026,10,6.201514,1.490747,ok,ok
1312,vehicles,car,15.132163,15,0.235379,0.047076,ok,ok
1313,vehicles,car,10.574959,9,6.583829,1.316766,ok,ok
1314,vrus,bicycle,2.487336,12,7.500385,1.500077,ok,ok
1315,vrus,person,5.203504,15,0.653018,0.130604,ok,ok
1316,vehicles,car,7.08645,15,6.886659,1.377332,ok,ok
1317,vehicles,truck,6.344447,15,0.153362,0.030672,ok,ok
1318,vehicles,car,6.522083,14,6.239525,1.28916,ok,ok
