sample_id,scene_path,archive,timestamp,target_id,target_class_name,nearest_type,nearest_class,nearest_dist,n_neighbors_found,displacement,avg_speed_est,light_status,matched_signal_ts,signal_count,signal_states_json
0706,0089_20230824_150838,imptc_set_02.tar.gz,1692889753800029,000,person,vrus,person,1.835836,7,0.38561,0.077122,ok,1692889753480017,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 20, ""k4"": 10, ""k5"": 10, ""k6"": 20}"
0707,0089_20230824_150838,imptc_set_02.tar.gz,1692889762960035,001,person,vrus,person,0.472619,7,0.050867,0.010173,ok,1692889763480017,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0708,0089_20230824_150838,imptc_set_02.tar.gz,1692889747760020,002,person,vrus,person,2.774024,9,3.159593,0.631919,ok,1692889747440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0709,0089_20230824_150838,imptc_set_02.tar.gz,1692889763480017,003,person,vrus,person,0.478482,7,0.036582,0.007316,ok,1692889763480017,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0710,0089_20230824_150838,imptc_set_02.tar.gz,1692889732760020,004,person,vrus,person,4.198009,10,2.792512,0.558502,ok,1692889732440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0716,0090_20230824_151030,imptc_set_02.tar.gz,1692889902519996,000,person,vehicles,car,7.730997,11,1.881064,0.376213,ok,1692889902440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0717,0090_20230824_151030,imptc_set_02.tar.gz,1692889876239993,001,person,vehicles,car,7.020684,7,6.496314,1.299263,ok,1692889876440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0718,0090_20230824_151030,imptc_set_02.tar.gz,1692889904000000,002,person,vrus,person,0.899604,11,5.298315,1.059663,ok,1692889904440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0719,0090_20230824_151030,imptc_set_02.tar.gz,1692889905840008,003,person,vrus,person,0.993747,12,4.191521,0.838304,ok,1692889905480017,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0720,0090_20230824_151030,imptc_set_02.tar.gz,1692889905880017,004,person,vrus,person,6.362784,12,0.150346,0.030069,ok,1692889905480017,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0722,0090_20230824_151030,imptc_set_02.tar.gz,1692889911480017,006,person,vrus,person,0.863416,11,0.370529,0.074106,ok,1692889911440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}"
0723,0090_20230824_151030,imptc_set_02.tar.gz,1692889904280002,007,person,vehicles,car,6.043991,11,6.883942,1.376788,ok,1692889904440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0724,0091_20230824_151258,imptc_set_02.tar.gz,1692890008880017,000,person,vrus,person,0.666693,14,7.08847,1.417694,ok,1692890008440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0725,0091_20230824_151258,imptc_set_02.tar.gz,1692890010359990,001,person,vrus,person,0.416077,12,7.045268,1.409054,ok,1692890010440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0726,0091_20230824_151258,imptc_set_02.tar.gz,1692890006760020,002,person,vrus,person,0.852595,13,6.615265,1.323053,ok,1692890006440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0727,0091_20230824_151258,imptc_set_02.tar.gz,1692890005359990,003,person,vrus,person,2.956679,14,4.47161,0.894322,ok,1692890005480017,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0728,0091_20230824_151258,imptc_set_02.tar.gz,1692889998160005,004,person,vrus,person,0.155543,14,1.699137,0.339827,ok,1692889998440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0729,0091_20230824_151258,imptc_set_02.tar.gz,1692889995560005,005,person,vrus,person,1.600152,13,7.834685,1.566937,ok,1692889995480017,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0730,0091_20230824_151258,imptc_set_02.tar.gz,1692889994119996,006,person,vrus,person,1.920464,13,0.189922,0.037984,ok,1692889994440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0731,0091_20230824_151258,imptc_set_02.tar.gz,1692889993359990,008,person,vrus,person,3.43984,13,6.867055,1.373411,ok,1692889993440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0732,0091_20230824_151258,imptc_set_02.tar.gz,1692889993399999,009,person,vrus,person,0.793475,13,0.040453,0.008091,ok,1692889993440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0733,0091_20230824_151258,imptc_set_02.tar.gz,1692890037600014,010,person,vehicles,car,10.975055,11,5.924046,1.184809,ok,1692890037440008,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 20, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0734,0091_20230824_151258,imptc_set_02.tar.gz,1692890020480017,011,person,vrus,person,3.384333,11,7.297478,1.459496,ok,1692890020440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0735,0091_20230824_151258,imptc_set_02.tar.gz,1692890041199984,012,person,vehicles,car,11.872386,10,5.327616,1.256506,ok,1692890041440008,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0736,0092_20230824_151421,imptc_set_02.tar.gz,1692890094920026,000,person,vrus,person,27.85675,4,4.568113,0.913623,ok,1692890094440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 2, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 30, ""k4"": 10, ""k5"": 10, ""k6"": 30}"
0737,0092_20230824_151421,imptc_set_02.tar.gz,1692890080519996,001,person,vrus,person,7.79465,1,6.820554,1.364111,ok,1692890080440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0738,0092_20230824_151421,imptc_set_02.tar.gz,1692890102359990,002,person,vrus,person,0.546015,5,6.924164,1.384833,ok,1692890102440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0739,0092_20230824_151421,imptc_set_02.tar.gz,1692890102199984,003,person,vrus,person,0.550453,5,6.46481,1.292962,ok,1692890102440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0740,0092_20230824_151421,imptc_set_02.tar.gz,1692890107840008,004,person,vrus,person,0.469174,7,7.193949,1.43879,ok,1692890107440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0742,0093_20230824_151722,imptc_set_02.tar.gz,1692890300000000,001,person,vehicles,car,19.442432,4,3.013015,0.602603,ok,1692890300440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0743,0093_20230824_151722,imptc_set_02.tar.gz,1692890292280002,002,person,vrus,person,4.941229,4,5.31278,1.062556,ok,1692890292440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 20, ""k4"": 10, ""k5"": 10, ""k6"": 20}"
0745,0093_20230824_151722,imptc_set_02.tar.gz,1692890255519996,004,person,vehicles,car,5.367133,5,8.288622,1.657724,ok,1692890255440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 20, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0746,0093_20230824_151722,imptc_set_02.tar.gz,1692890301320011,005,person,vrus,person,5.336739,4,6.176969,1.235394,ok,1692890301480017,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0747,0093_20230824_151722,imptc_set_02.tar.gz,1692890260320011,006,person,vrus,person,1.582748,8,4.502442,0.900488,ok,1692890260440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0749,0093_20230824_151722,imptc_set_02.tar.gz,1692890315280002,008,person,vehicles,car,13.000473,9,2.878528,0.575706,ok,1692890315440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0753,0094_20230824_152024,imptc_set_02.tar.gz,1692890450640023,000,person,vrus,scooter,0.556056,7,0.379896,0.075979,ok,1692890450440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 20, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 10, ""k6"": 10}"
0755,0094_20230824_152024,imptc_set_02.tar.gz,1692890438840008,002,person,vrus,person,9.179735,8,7.331131,1.466226,ok,1692890438440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0761,0095_20230824_152228,imptc_set_02.tar.gz,1692890577960035,000,person,vrus,bicycle,9.98908,11,6.945029,1.389006,ok,1692890578440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0763,0095_20230824_152228,imptc_set_02.tar.gz,1692890612680002,003,person,vehicles,car,24.654803,4,5.839442,1.167888,ok,1692890612440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0764,0095_20230824_152228,imptc_set_02.tar.gz,1692890589600014,004,person,vrus,person,0.233887,6,6.99136,1.398272,ok,1692890589440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0767,0096_20230824_152618,imptc_set_02.tar.gz,1692890809960035,001,person,vehicles,car,9.380653,4,0.305339,0.061068,ok,1692890810440008,12,"{""b1"": 11, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0768,0097_20230824_153244,imptc_set_02.tar.gz,1692891199720011,000,person,vrus,person,1.913096,8,0.193167,0.038633,ok,1692891199440008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0769,0097_20230824_153244,imptc_set_02.tar.gz,1692891224640023,002,person,vrus,bicycle,8.483222,12,7.542318,1.508464,ok,1692891224440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0772,0098_20230824_153647,imptc_set_02.tar.gz,1692891436600014,000,person,vrus,bicycle,3.754248,2,0.049078,0.009816,ok,1692891436440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0774,0098_20230824_153647,imptc_set_02.tar.gz,1692891417239993,002,person,vehicles,car,16.480454,6,6.163133,1.232627,ok,1692891417480017,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0775,0099_20230824_153922,imptc_set_02.tar.gz,1692891597960035,000,person,vrus,person,0.518134,5,6.082803,1.216561,ok,1692891598440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0776,0099_20230824_153922,imptc_set_02.tar.gz,1692891604399999,001,person,vrus,person,0.280104,1,6.197657,1.239531,ok,1692891604440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0777,0099_20230824_153922,imptc_set_02.tar.gz,1692891578640023,002,person,vehicles,car,9.404813,9,8.379625,1.675925,ok,1692891578440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0778,0099_20230824_153922,imptc_set_02.tar.gz,1692891570880017,003,person,vehicles,car,13.087896,9,6.17285,1.23457,ok,1692891570440008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0780,0100_20230523_092906,imptc_set_03.tar.gz,1684834175640023,000,person,vehicles,car,5.390549,7,0.717547,0.143509,ok,1684834175840008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0781,0100_20230523_092906,imptc_set_03.tar.gz,1684834211079987,002,person,vrus,person,0.593608,11,0.001923,0.000385,ok,1684834210920026,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0782,0100_20230523_092906,imptc_set_03.tar.gz,1684834195600014,003,person,vrus,bicycle,0.752553,15,8.153606,1.630721,ok,1684834195880017,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0785,0100_20230523_092906,imptc_set_03.tar.gz,1684834179480017,007,person,vrus,person,14.243807,5,7.009298,1.40186,ok,1684834179840008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}"
0786,0101_20230523_093523,imptc_set_03.tar.gz,1684834549760020,000,person,vrus,person,2.287178,11,7.201876,1.440375,ok,1684834549840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0787,0101_20230523_093523,imptc_set_03.tar.gz,1684834545160005,002,person,vrus,person,11.29369,10,5.746783,1.149357,ok,1684834544840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0788,0101_20230523_093523,imptc_set_03.tar.gz,1684834560600014,003,person,vehicles,car,5.866801,10,8.752025,1.750405,ok,1684834560920026,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0789,0101_20230523_093523,imptc_set_03.tar.gz,1684834540280002,004,person,vehicles,car,6.776535,12,7.038821,1.407764,ok,1684834539840008,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0790,0101_20230523_093523,imptc_set_03.tar.gz,1684834558160005,005,person,vrus,person,5.537128,12,6.267284,1.253457,ok,1684834557840008,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0791,0101_20230523_093523,imptc_set_03.tar.gz,1684834569039978,006,person,vrus,person,2.093095,11,6.775512,1.447749,ok,1684834568880017,12,"{""b1"": 11, ""b3"": 2, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 30, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0793,0102_20230525_072238,imptc_set_03.tar.gz,1684999442560005,001,person,vrus,scooter,3.164431,8,0.044493,0.008899,ok,1684999442079987,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0794,0102_20230525_072238,imptc_set_03.tar.gz,1684999405119996,002,person,vehicles,car,10.826409,5,6.757519,1.351504,ok,1684999405119996,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}"
0796,0102_20230525_072238,imptc_set_03.tar.gz,1684999448239993,004,person,vrus,person,6.169214,10,4.064925,0.812985,ok,1684999448079987,12,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0797,0102_20230525_072238,imptc_set_03.tar.gz,1684999381119996,005,person,vehicles,car,8.363447,10,7.64995,1.52999,ok,1684999381119996,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0800,0103_20230526_054435,imptc_set_03.tar.gz,1685079921360035,000,person,vehicles,car,7.874531,14,0.459014,0.091803,ok,1685079921680035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0802,0103_20230526_054435,imptc_set_03.tar.gz,1685079923520035,002,person,vehicles,car,4.621283,13,5.977676,1.195535,ok,1685079923680035,12,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}"
0807,0104_20230720_111734,imptc_set_03.tar.gz,1689851875920026,000,person,vrus,person,5.217959,12,6.158517,1.231703,ok,1689851876320011,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0808,0104_20230720_111734,imptc_set_03.tar.gz,1689851882680002,001,person,vehicles,car,5.559918,8,7.873413,1.574683,ok,1689851882320011,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 20, ""k4"": 10, ""k5"": 10, ""k6"": 20}"
0809,0104_20230720_111734,imptc_set_03.tar.gz,1689851868119996,002,person,vrus,bicycle,3.619574,9,8.039478,1.607896,ok,1689851868320011,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0811,0105_20230907_093826,imptc_set_03.tar.gz,1694079530920026,000,person,vrus,person,1.027541,9,5.092966,1.018593,ok,1694079531000000,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0812,0105_20230907_093826,imptc_set_03.tar.gz,1694079529039978,001,person,vrus,person,0.961517,9,4.557272,0.911454,ok,1694079529000000,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0813,0105_20230907_093826,imptc_set_03.tar.gz,1694079530359990,002,person,vrus,person,1.023834,9,4.614379,0.922876,ok,1694079530000000,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0814,0105_20230907_093826,imptc_set_03.tar.gz,1694079533640023,003,person,vrus,person,3.435298,9,6.588029,1.317606,ok,1694079534000000,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 20, ""k4"": 10, ""k5"": 10, ""k6"": 20}"
0815,0105_20230907_093826,imptc_set_03.tar.gz,1694079524920026,004,person,vrus,person,2.957468,12,6.323612,1.264722,ok,1694079525000000,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}"
0817,0105_20230907_093826,imptc_set_03.tar.gz,1694079536840008,006,person,vrus,person,24.178284,8,0.193372,0.038674,ok,1694079537079987,12,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}"
0818,0106_20230907_094109,imptc_set_03.tar.gz,1694079693160005,000,person,vrus,stroller,3.391298,5,1.239427,0.247885,ok,1694079693039978,12,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}"
