sample_id,src_info,archive,scene_path,target_type,target_id,radius,match_count_for_sample,target_found,target_class_name,target_first_ts,target_last_ts,target_length,target_duration,n_interacting_tracks,n_vru_interactions,n_vehicle_interactions,strongest_other_type,strongest_other_id,strongest_min_dist,strongest_close_frames,status
0340,20230523_110803/004,imptc_set_01.tar.gz,0040_20230523_110803,vrus,004,5.0,1,1,scooter,1684840106239993,1684840122480017,407,16.32,3,3,0,vrus,001,1.749357,159,ok
0341,20230523_111106/001,imptc_set_01.tar.gz,0041_20230523_111106,vrus,001,5.0,1,1,person,1684840267039978,1684840344440008,1936,77.48,25,12,13,vrus,000,1.462952,1714,ok
0342,20230523_111106/002,imptc_set_01.tar.gz,0041_20230523_111106,vrus,002,5.0,1,1,person,1684840280039978,1684840339480017,1487,59.52,18,12,6,vrus,000,1.254453,1228,ok
0343,20230523_111106/003,imptc_set_01.tar.gz,0041_20230523_111106,vrus,003,5.0,1,1,person,1684840289280002,1684840343039978,1345,53.84,20,10,10,vrus,000,0.030311,1261,ok
0344,20230523_111106/004,imptc_set_01.tar.gz,0041_20230523_111106,vrus,004,5.0,1,1,person,1684840267039978,1684840311000000,1100,44.04,6,1,5,vrus,007,2.378569,198,ok
0345,20230523_111106/005,imptc_set_01.tar.gz,0041_20230523_111106,vrus,005,5.0,1,1,bicycle,1684840267039978,1684840306800029,995,39.84,8,6,2,vrus,002,1.163004,271,ok
0346,20230523_111106/007,imptc_set_01.tar.gz,0041_20230523_111106,vrus,007,5.0,1,1,person,1684840296960035,1684840334280002,934,37.4,6,6,0,vrus,004,2.378569,198,ok
0347,20230523_111106/008,imptc_set_01.tar.gz,0041_20230523_111106,vrus,008,5.0,1,1,person,1684840284880017,1684840321960035,928,37.16,3,1,2,vehicles,1083,3.752855,125,ok
0348,20230523_111106/009,imptc_set_01.tar.gz,0041_20230523_111106,vrus,009,5.0,1,1,person,1684840353560005,1684840387039978,838,33.56,2,0,2,vehicles,1072,3.191489,15,ok
0349,20230523_111106/010,imptc_set_01.tar.gz,0041_20230523_111106,vrus,010,5.0,1,1,person,1684840356399999,1684840387560005,780,31.24,14,3,11,vrus,013,1.978583,264,ok
0350,20230523_111106/011,imptc_set_01.tar.gz,0041_20230523_111106,vrus,011,5.0,1,1,person,1684840359880017,1684840387560005,693,27.76,7,3,4,vrus,010,1.146969,166,ok
0351,20230523_111106/012,imptc_set_01.tar.gz,0041_20230523_111106,vrus,012,5.0,1,1,person,1684840278640023,1684840305079987,662,26.52,2,1,1,vrus,008,2.387101,82,ok
0352,20230523_111106/015,imptc_set_01.tar.gz,0041_20230523_111106,vrus,015,5.0,1,1,person,1684840339160005,1684840357320011,455,18.24,5,5,0,vrus,018,0.394289,144,ok
0353,20230523_111106/016,imptc_set_01.tar.gz,0041_20230523_111106,vrus,016,5.0,1,1,person,1684840348680002,1684840365199984,414,16.6,1,1,0,vrus,015,3.632583,15,ok
0354,20230523_111106/017,imptc_set_01.tar.gz,0041_20230523_111106,vrus,017,5.0,1,1,person,1684840267039978,1684840281320011,358,14.36,11,5,6,vrus,001,1.213091,358,ok
0355,20230523_111106/018,imptc_set_01.tar.gz,0041_20230523_111106,vrus,018,5.0,1,1,person,1684840331800029,1684840344880017,328,13.16,5,5,0,vrus,001,1.740443,227,ok
0356,20230523_111106/019,imptc_set_01.tar.gz,0041_20230523_111106,vrus,019,5.0,1,1,person,1684840311320011,1684840322359990,277,11.12,8,5,3,vehicles,1034,2.575057,216,ok
0357,20230523_111106/020,imptc_set_01.tar.gz,0041_20230523_111106,vrus,020,5.0,1,1,person,1684840320720011,1684840331079987,260,10.44,9,5,4,vrus,002,0.528739,260,ok
0358,20230523_111106/021,imptc_set_01.tar.gz,0041_20230523_111106,vrus,021,5.0,1,1,bicycle,1684840282239993,1684840291680002,237,9.52,7,5,2,vrus,002,3.235354,38,ok
0359,20230523_111106/023,imptc_set_01.tar.gz,0041_20230523_111106,vrus,023,5.0,1,1,motorcycle,1684840355359990,1684840361640023,158,6.36,1,0,1,vehicles,1046,3.019251,65,ok
0360,20230523_111106/024,imptc_set_01.tar.gz,0041_20230523_111106,vrus,024,5.0,1,1,motorcycle,1684840374199984,1684840378760020,115,4.64,6,3,3,vehicles,1080,3.300491,48,ok
0361,20230523_111106/025,imptc_set_01.tar.gz,0041_20230523_111106,vrus,025,5.0,1,1,motorcycle,1684840290359990,1684840294119996,95,3.84,0,0,0,,,,,ok
0362,20230523_111106/026,imptc_set_01.tar.gz,0041_20230523_111106,vrus,026,5.0,1,1,motorcycle,1684840289039978,1684840290960035,49,2.0,1,0,1,vehicles,1071,4.11985,4,ok
0363,20230523_111106/027,imptc_set_01.tar.gz,0041_20230523_111106,vrus,027,5.0,1,1,motorcycle,1684840291000000,1684840292720011,44,1.8,0,0,0,,,,,ok
0364,20230523_111514/000,imptc_set_01.tar.gz,0042_20230523_111514,vrus,000,5.0,1,1,person,1684840520359990,1684840621039978,2518,100.76,18,7,11,vrus,002,0.430491,2069,ok
0365,20230523_111514/001,imptc_set_01.tar.gz,0042_20230523_111514,vrus,001,5.0,1,1,person,1684840514840008,1684840605680002,2272,90.92,21,10,11,vrus,004,2.159727,1853,ok
0366,20230523_111514/002,imptc_set_01.tar.gz,0042_20230523_111514,vrus,002,5.0,1,1,person,1684840538320011,1684840621039978,2069,82.8,9,3,6,vrus,000,0.430491,2069,ok
0367,20230523_111514/003,imptc_set_01.tar.gz,0042_20230523_111514,vrus,003,5.0,1,1,person,1684840515039978,1684840593359990,1959,78.4,17,7,10,vrus,005,1.078112,650,ok
0368,20230523_111514/004,imptc_set_01.tar.gz,0042_20230523_111514,vrus,004,5.0,1,1,person,1684840514840008,1684840592560005,1944,77.8,21,10,11,vrus,001,2.159727,1853,ok
0369,20230523_111514/005,imptc_set_01.tar.gz,0042_20230523_111514,vrus,005,5.0,1,1,person,1684840545680002,1684840621039978,1885,75.44,12,8,4,vrus,008,0.358372,926,ok
0370,20230523_111514/006,imptc_set_01.tar.gz,0042_20230523_111514,vrus,006,5.0,1,1,person,1684840514840008,1684840582640023,1696,67.88,16,8,8,vrus,004,2.128998,1659,ok
0371,20230523_111514/007,imptc_set_01.tar.gz,0042_20230523_111514,vrus,007,5.0,1,1,person,1684840545720011,1684840589960035,1107,44.32,6,4,2,vrus,005,1.596674,639,ok
0372,20230523_111514/008,imptc_set_01.tar.gz,0042_20230523_111514,vrus,008,5.0,1,1,person,1684840584039978,1684840621039978,926,37.08,6,5,1,vrus,005,0.358372,926,ok
0373,20230523_111514/009,imptc_set_01.tar.gz,0042_20230523_111514,vrus,009,5.0,1,1,person,1684840586399999,1684840621039978,867,34.72,5,5,0,vrus,008,2.383991,283,ok
0374,20230523_111514/010,imptc_set_01.tar.gz,0042_20230523_111514,vrus,010,5.0,1,1,person,1684840585160005,1684840619039978,848,33.96,3,3,0,vrus,008,3.16071,113,ok
0375,20230523_111514/011,imptc_set_01.tar.gz,0042_20230523_111514,vrus,011,5.0,1,1,person,1684840514840008,1684840545239993,761,30.48,9,5,4,vrus,006,0.322939,224,ok
0376,20230523_111514/013,imptc_set_01.tar.gz,0042_20230523_111514,vrus,013,5.0,1,1,person,1684840522960035,1684840535079987,304,12.2,1,0,1,vehicles,1022,3.736034,30,ok
0377,20230523_111514/014,imptc_set_01.tar.gz,0042_20230523_111514,vrus,014,5.0,1,1,person,1684840588800029,1684840599880017,278,11.16,0,0,0,,,,,ok
0378,20230523_111514/015,imptc_set_01.tar.gz,0042_20230523_111514,vrus,015,5.0,1,1,bicycle,1684840515359990,1684840525640023,258,10.36,0,0,0,,,,,ok
0379,20230523_111514/017,imptc_set_01.tar.gz,0042_20230523_111514,vrus,017,5.0,1,1,scooter,1684840519720011,1684840528239993,214,8.6,2,1,1,vehicles,1003,2.341015,62,ok
0380,20230523_111854/000,imptc_set_01.tar.gz,0043_20230523_111854,vrus,000,5.0,1,1,bicycle,1684840735160005,1684840825039978,2248,89.96,15,7,8,vrus,004,0.015646,2202,ok
0381,20230523_111854/001,imptc_set_01.tar.gz,0043_20230523_111854,vrus,001,5.0,1,1,person,1684840735160005,1684840825039978,2248,89.96,15,10,5,vrus,002,0.1183,1404,ok
0382,20230523_111854/002,imptc_set_01.tar.gz,0043_20230523_111854,vrus,002,5.0,1,1,person,1684840735160005,1684840825039978,2248,89.96,11,10,1,vrus,003,0.28243,2230,ok
0383,20230523_111854/004,imptc_set_01.tar.gz,0043_20230523_111854,vrus,004,5.0,1,1,person,1684840737000000,1684840825039978,2202,88.12,14,7,7,vrus,000,0.015646,2202,ok
0384,20230523_111854/005,imptc_set_01.tar.gz,0043_20230523_111854,vrus,005,5.0,1,1,person,1684840753239993,1684840825039978,1796,71.88,9,4,5,vrus,004,2.067305,180,ok
0385,20230523_111854/006,imptc_set_01.tar.gz,0043_20230523_111854,vrus,006,5.0,1,1,person,1684840782519996,1684840825039978,1064,42.6,8,2,6,vrus,000,0.916909,893,ok
0386,20230523_111854/007,imptc_set_01.tar.gz,0043_20230523_111854,vrus,007,5.0,1,1,person,1684840735160005,1684840776640023,1038,41.56,12,9,3,vrus,001,2.786909,815,ok
0387,20230523_111854/008,imptc_set_01.tar.gz,0043_20230523_111854,vrus,008,5.0,1,1,person,1684840738119996,1684840769160005,777,31.12,5,3,2,vrus,003,2.50787,777,ok
0388,20230523_111854/009,imptc_set_01.tar.gz,0043_20230523_111854,vrus,009,5.0,1,1,person,1684840777440008,1684840803880017,662,26.52,5,4,1,vrus,003,2.659094,99,ok
0389,20230523_111854/010,imptc_set_01.tar.gz,0043_20230523_111854,vrus,010,5.0,1,1,person,1684840735160005,1684840758640023,588,23.56,6,6,0,vrus,001,1.084099,212,ok
0390,20230523_111854/011,imptc_set_01.tar.gz,0043_20230523_111854,vrus,011,5.0,1,1,person,1684840749640023,1684840772239993,566,22.68,7,6,1,vrus,001,0.354269,566,ok
0391,20230523_111854/012,imptc_set_01.tar.gz,0043_20230523_111854,vrus,012,5.0,1,1,person,1684840772199984,1684840793039978,522,20.92,5,5,0,vrus,003,0.55793,196,ok
0392,20230523_111854/013,imptc_set_01.tar.gz,0043_20230523_111854,vrus,013,5.0,1,1,person,1684840804680002,1684840825039978,510,20.44,4,4,0,vrus,003,3.460224,87,ok
0393,20230523_111854/014,imptc_set_01.tar.gz,0043_20230523_111854,vrus,014,5.0,1,1,person,1684840742840008,1684840762680002,497,19.92,0,0,0,,,,,ok
0394,20230523_111854/016,imptc_set_01.tar.gz,0043_20230523_111854,vrus,016,5.0,1,1,bicycle,1684840800160005,1684840814880017,369,14.8,4,3,1,vrus,003,1.626487,67,ok
0395,20230523_111854/017,imptc_set_01.tar.gz,0043_20230523_111854,vrus,017,5.0,1,1,person,1684840735160005,1684840746600014,287,11.52,3,3,0,vrus,000,1.05246,287,ok
0396,20230523_111854/018,imptc_set_01.tar.gz,0043_20230523_111854,vrus,018,5.0,1,1,person,1684840755960035,1684840766160005,256,10.28,4,4,0,vrus,000,0.695575,256,ok
0397,20230523_111854/019,imptc_set_01.tar.gz,0043_20230523_111854,vrus,019,5.0,1,1,person,1684840762039978,1684840770760020,219,8.8,1,1,0,vrus,005,3.30275,18,ok
0398,20230523_111854/020,imptc_set_01.tar.gz,0043_20230523_111854,vrus,020,5.0,1,1,motorcycle,1684840784640023,1684840791280002,167,6.72,1,0,1,vehicles,1009,3.95921,18,ok
0399,20230523_111854/021,imptc_set_01.tar.gz,0043_20230523_111854,vrus,021,5.0,1,1,motorcycle,1684840802720011,1684840805920026,81,3.28,1,0,1,vehicles,1034,2.830983,61,ok
0400,20230523_112300/000,imptc_set_01.tar.gz,0044_20230523_112300,vrus,000,5.0,1,1,person,1684840981160005,1684841073039978,2298,91.96,17,10,7,vrus,001,0.135378,2218,ok
0401,20230523_112300/001,imptc_set_01.tar.gz,0044_20230523_112300,vrus,001,5.0,1,1,person,1684840981160005,1684841069840008,2218,88.76,17,10,7,vrus,000,0.135378,2218,ok
0402,20230523_112300/002,imptc_set_01.tar.gz,0044_20230523_112300,vrus,002,5.0,1,1,person,1684840981160005,1684841055680002,1864,74.6,18,11,7,vrus,001,2.337696,1485,ok
0403,20230523_112300/003,imptc_set_01.tar.gz,0044_20230523_112300,vrus,003,5.0,1,1,person,1684840981160005,1684841050359990,1731,69.28,16,10,6,vrus,004,2.009579,1351,ok
0404,20230523_112300/004,imptc_set_01.tar.gz,0044_20230523_112300,vrus,004,5.0,1,1,person,1684840981320011,1684841050160005,1722,68.92,11,10,1,vrus,003,2.009579,1351,ok
0405,20230523_112300/006,imptc_set_01.tar.gz,0044_20230523_112300,vrus,006,5.0,1,1,person,1684840987600014,1684841042920026,1384,55.4,17,11,6,vrus,002,0.024258,1384,ok
0406,20230523_112300/007,imptc_set_01.tar.gz,0044_20230523_112300,vrus,007,5.0,1,1,person,1684840981320011,1684841024920026,1091,43.68,3,3,0,vrus,004,0.745615,1039,ok
0407,20230523_112300/008,imptc_set_01.tar.gz,0044_20230523_112300,vrus,008,5.0,1,1,person,1684840982640023,1684841021480017,972,38.92,9,6,3,vrus,000,1.08955,218,ok
0408,20230523_112300/009,imptc_set_01.tar.gz,0044_20230523_112300,vrus,009,5.0,1,1,person,1684841024039978,1684841053039978,726,29.08,9,8,1,vrus,002,2.550556,726,ok
0409,20230523_112300/010,imptc_set_01.tar.gz,0044_20230523_112300,vrus,010,5.0,1,1,person,1684840981160005,1684841010039978,723,28.96,0,0,0,,,,,ok
0410,20230523_112300/011,imptc_set_01.tar.gz,0044_20230523_112300,vrus,011,5.0,1,1,person,1684840994640023,1684841019920026,633,25.36,12,7,5,vrus,001,0.329341,633,ok
0411,20230523_112300/012,imptc_set_01.tar.gz,0044_20230523_112300,vrus,012,5.0,1,1,person,1684841061119996,1684841085960035,622,24.92,1,1,0,vrus,017,3.07383,45,ok
0412,20230523_112300/014,imptc_set_01.tar.gz,0044_20230523_112300,vrus,014,5.0,1,1,person,1684840986960035,1684841009840008,573,22.96,9,6,3,vrus,002,0.56064,573,ok
0413,20230523_112300/015,imptc_set_01.tar.gz,0044_20230523_112300,vrus,015,5.0,1,1,person,1684841016680002,1684841032680002,401,16.08,10,9,1,vrus,002,0.618899,401,ok
0414,20230523_112300/016,imptc_set_01.tar.gz,0044_20230523_112300,vrus,016,5.0,1,1,person,1684840981160005,1684840993800029,317,12.72,4,2,2,vrus,019,0.735713,240,ok
0415,20230523_112300/017,imptc_set_01.tar.gz,0044_20230523_112300,vrus,017,5.0,1,1,bicycle,1684841072239993,1684841083680002,287,11.52,4,1,3,vehicles,1050,2.300715,78,ok
0416,20230523_112300/018,imptc_set_01.tar.gz,0044_20230523_112300,vrus,018,5.0,1,1,bicycle,1684841075000000,1684841085600014,266,10.68,2,0,2,vehicles,1051,2.548329,48,ok
0417,20230523_112300/019,imptc_set_01.tar.gz,0044_20230523_112300,vrus,019,5.0,1,1,person,1684840982239993,1684840991800029,240,9.64,4,2,2,vrus,016,0.735713,240,ok
0418,20230523_112300/020,imptc_set_01.tar.gz,0044_20230523_112300,vrus,020,5.0,1,1,bicycle,1684841000960035,1684841010119996,230,9.24,1,1,0,vrus,013,2.102499,43,ok
0419,20230526_054302/000,imptc_set_01.tar.gz,0045_20230526_054302,vrus,000,5.0,1,1,person,1685079783720035,1685079818120035,861,34.48,1,1,0,vrus,004,4.467123,22,ok
0420,20230526_054302/001,imptc_set_01.tar.gz,0045_20230526_054302,vrus,001,5.0,1,1,bicycle,1685079782960035,1685079802320035,485,19.44,4,3,1,vehicles,1021,3.916725,297,ok
0421,20230526_054302/002,imptc_set_01.tar.gz,0045_20230526_054302,vrus,002,5.0,1,1,scooter,1685079812560035,1685079829160035,416,16.68,3,0,3,vehicles,1024,3.804585,21,ok
0422,20230526_054302/003,imptc_set_01.tar.gz,0045_20230526_054302,vrus,003,5.0,1,1,bicycle,1685079785480035,1685079797080035,291,11.68,4,3,1,vrus,001,0.174869,291,ok
0423,20230526_054302/004,imptc_set_01.tar.gz,0045_20230526_054302,vrus,004,5.0,1,1,bicycle,1685079808600035,1685079818080035,238,9.56,2,1,1,vehicles,1019,2.169834,27,ok
0424,20230526_054302/005,imptc_set_01.tar.gz,0045_20230526_054302,vrus,005,5.0,1,1,bicycle,1685079795480035,1685079804440035,225,9.04,3,3,0,vrus,001,0.770422,172,ok
0425,20230526_054302/006,imptc_set_01.tar.gz,0045_20230526_054302,vrus,006,5.0,1,1,bicycle,1685079793320035,1685079800560035,182,7.32,3,3,0,vrus,001,0.267098,182,ok
0426,20230526_054302/007,imptc_set_01.tar.gz,0045_20230526_054302,vrus,007,5.0,1,1,bicycle,1685079817920035,1685079824360035,162,6.52,0,0,0,,,,,ok
0427,20230526_054602/001,imptc_set_01.tar.gz,0046_20230526_054602,vrus,001,5.0,1,1,person,1685079962360035,1685079984120035,545,21.84,4,1,3,vrus,000,1.406531,193,ok
0428,20230526_054602/003,imptc_set_01.tar.gz,0046_20230526_054602,vrus,003,5.0,1,1,bicycle,1685079974280035,1685079984440035,255,10.24,0,0,0,,,,,ok
0429,20230526_054602/004,imptc_set_01.tar.gz,0046_20230526_054602,vrus,004,5.0,1,1,person,1685079962360035,1685079972320035,250,10.04,0,0,0,,,,,ok
0430,20230526_055334/000,imptc_set_01.tar.gz,0047_20230526_055334,vrus,000,5.0,1,1,person,1685080444240035,1685080563600035,2985,119.44,12,5,7,vrus,001,0.779834,2104,ok
0431,20230526_055334/001,imptc_set_01.tar.gz,0047_20230526_055334,vrus,001,5.0,1,1,person,1685080437000035,1685080535280035,2458,98.36,7,1,6,vrus,000,0.779834,2104,ok
0432,20230526_055334/003,imptc_set_01.tar.gz,0047_20230526_055334,vrus,003,5.0,1,1,person,1685080491640035,1685080540440035,1221,48.88,0,0,0,,,,,ok
0433,20230526_055334/004,imptc_set_01.tar.gz,0047_20230526_055334,vrus,004,5.0,1,1,person,1685080536560035,1685080575120035,965,38.64,2,2,0,vrus,000,1.724959,132,ok
0434,20230526_055334/005,imptc_set_01.tar.gz,0047_20230526_055334,vrus,005,5.0,1,1,bicycle,1685080536760035,1685080575120035,960,38.44,0,0,0,,,,,ok
0435,20230526_055334/006,imptc_set_01.tar.gz,0047_20230526_055334,vrus,006,5.0,1,1,person,1685080427000035,1685080459840035,822,32.92,2,1,1,vrus,002,1.499412,89,ok
0436,20230526_055334/008,imptc_set_01.tar.gz,0047_20230526_055334,vrus,008,5.0,1,1,person,1685080449480035,1685080475920035,662,26.52,6,0,6,vehicles,1020,2.839444,30,ok
0437,20230526_055334/009,imptc_set_01.tar.gz,0047_20230526_055334,vrus,009,5.0,1,1,bicycle,1685080555080035,1685080569920035,372,14.92,6,3,3,vrus,000,0.505601,121,ok
0438,20230526_055334/010,imptc_set_01.tar.gz,0047_20230526_055334,vrus,010,5.0,1,1,person,1685080563320035,1685080575120035,296,11.88,2,2,0,vrus,009,3.209996,15,ok
0439,20230526_055334/012,imptc_set_01.tar.gz,0047_20230526_055334,vrus,012,5.0,1,1,motorcycle,1685080551720035,1685080559800035,203,8.16,1,0,1,vehicles,1058,4.987039,2,ok
0440,20230526_060338/000,imptc_set_01.tar.gz,0048_20230526_060338,vrus,000,5.0,1,1,person,1685081018400035,1685081093520035,1879,75.2,8,3,5,vrus,001,1.929093,235,ok
0441,20230526_060338/001,imptc_set_01.tar.gz,0048_20230526_060338,vrus,001,5.0,1,1,person,1685081043080035,1685081093520035,1262,50.52,5,1,4,vrus,000,1.929093,235,ok
0442,20230526_060338/002,imptc_set_01.tar.gz,0048_20230526_060338,vrus,002,5.0,1,1,person,1685081022960035,1685081050600035,692,27.72,2,2,0,vrus,003,0.154954,270,ok
0443,20230526_060338/003,imptc_set_01.tar.gz,0048_20230526_060338,vrus,003,5.0,1,1,person,1685081021800035,1685081034360035,315,12.64,3,2,1,vrus,002,0.154954,270,ok
0444,20230526_060526/000,imptc_set_01.tar.gz,0049_20230526_060526,vrus,000,5.0,1,1,person,1685081164160035,1685081203880035,994,39.8,1,0,1,vehicles,1031,3.572111,11,ok
0445,20230526_060526/001,imptc_set_01.tar.gz,0049_20230526_060526,vrus,001,5.0,1,1,person,1685081127000035,1685081164640035,942,37.72,1,1,0,vrus,002,2.1427,504,ok
0446,20230526_060526/002,imptc_set_01.tar.gz,0049_20230526_060526,vrus,002,5.0,1,1,person,1685081127000035,1685081159680035,818,32.76,1,1,0,vrus,001,2.1427,504,ok
0447,20230526_060526/003,imptc_set_01.tar.gz,0049_20230526_060526,vrus,003,5.0,1,1,person,1685081165200035,1685081180560035,385,15.44,1,0,1,vehicles,1011,4.272077,14,ok
0448,20230526_060526/004,imptc_set_01.tar.gz,0049_20230526_060526,vrus,004,5.0,1,1,person,1685081185640035,1685081194240035,216,8.68,0,0,0,,,,,ok
0449,20230526_060526/005,imptc_set_01.tar.gz,0049_20230526_060526,vrus,005,5.0,1,1,motorcycle,1685081181120035,1685081182640035,39,1.6,0,0,0,,,,,ok
0450,20230322_120844/000,imptc_set_02.tar.gz,0050_20230322_120844,vrus,000,5.0,1,1,person,1679486925080035,1679486970160035,1128,45.16,8,1,7,vrus,003,2.544284,1128,ok
0451,20230322_120844/001,imptc_set_02.tar.gz,0050_20230322_120844,vrus,001,5.0,1,1,person,1679486925080035,1679486970160035,1128,45.16,14,5,9,vrus,002,2.097418,1128,ok
0452,20230322_120844/002,imptc_set_02.tar.gz,0050_20230322_120844,vrus,002,5.0,1,1,person,1679486925080035,1679486970160035,1128,45.16,12,5,7,vrus,001,2.097418,1128,ok
0453,20230322_120844/003,imptc_set_02.tar.gz,0050_20230322_120844,vrus,003,5.0,1,1,person,1679486925080035,1679486970160035,1128,45.16,8,1,7,vrus,000,2.544284,1128,ok
0454,20230322_120844/004,imptc_set_02.tar.gz,0050_20230322_120844,vrus,004,5.0,1,1,person,1679486931320035,1679486970160035,972,38.92,8,3,5,vrus,002,1.409909,163,ok
0455,20230322_120844/005,imptc_set_02.tar.gz,0050_20230322_120844,vrus,005,5.0,1,1,person,1679486925080035,1679486954640035,740,29.64,5,3,2,vrus,002,1.376009,238,ok
0456,20230322_120844/006,imptc_set_02.tar.gz,0050_20230322_120844,vrus,006,5.0,1,1,person,1679486951000035,1679486970160035,480,19.24,4,3,1,vrus,002,1.139058,169,ok
0457,20230322_120844/007,imptc_set_02.tar.gz,0050_20230322_120844,vrus,007,5.0,1,1,person,1679486925240035,1679486939480035,357,14.32,5,3,2,vrus,002,0.373922,357,ok
0458,20230322_121247/000,imptc_set_02.tar.gz,0051_20230322_121247,vrus,000,5.0,1,1,person,1679487167520035,1679487225600035,1453,58.16,8,5,3,vrus,004,0.068181,1136,ok
0459,20230322_121247/001,imptc_set_02.tar.gz,0051_20230322_121247,vrus,001,5.0,1,1,person,1679487172840035,1679487225600035,1320,52.84,10,5,5,vrus,006,0.764617,180,ok
0460,20230322_121247/002,imptc_set_02.tar.gz,0051_20230322_121247,vrus,002,5.0,1,1,person,1679487168800035,1679487219520035,1269,50.8,5,5,0,vrus,003,1.493883,864,ok
0461,20230322_121247/003,imptc_set_02.tar.gz,0051_20230322_121247,vrus,003,5.0,1,1,person,1679487167520035,1679487216400035,1223,48.96,7,5,2,vrus,000,1.619438,872,ok
0462,20230322_121247/004,imptc_set_02.tar.gz,0051_20230322_121247,vrus,004,5.0,1,1,person,1679487180200035,1679487225600035,1136,45.48,5,5,0,vrus,000,0.068181,1136,ok
0463,20230322_121247/005,imptc_set_02.tar.gz,0051_20230322_121247,vrus,005,5.0,1,1,person,1679487167520035,1679487197120035,741,29.68,4,4,0,vrus,002,1.013044,184,ok
0464,20230322_141812/000,imptc_set_02.tar.gz,0052_20230322_141812,vrus,000,5.0,1,1,person,1679494708840035,1679494753680035,1122,44.92,5,1,4,vrus,001,2.110041,485,ok
0465,20230322_141812/002,imptc_set_02.tar.gz,0052_20230322_141812,vrus,002,5.0,1,1,person,1679494718360035,1679494752640035,858,34.36,8,0,8,vehicles,1049,2.700925,49,ok
0466,20230322_141812/003,imptc_set_02.tar.gz,0052_20230322_141812,vrus,003,5.0,1,1,person,1679494746760035,1679494778800035,802,32.12,2,1,1,vrus,004,4.101795,25,ok
0467,20230322_141812/004,imptc_set_02.tar.gz,0052_20230322_141812,vrus,004,5.0,1,1,bicycle,1679494756480035,1679494763240035,170,6.84,2,2,0,vrus,006,2.174018,33,ok
0468,20230322_141812/005,imptc_set_02.tar.gz,0052_20230322_141812,vrus,005,5.0,1,1,motorcycle,1679494770360035,1679494775200035,122,4.92,1,0,1,vehicles,1059,3.869453,35,ok
0469,20230322_141812/006,imptc_set_02.tar.gz,0052_20230322_141812,vrus,006,5.0,1,1,motorcycle,1679494759520035,1679494763000035,88,3.56,1,1,0,vrus,004,2.174018,33,ok
0470,20230322_142112/000,imptc_set_02.tar.gz,0053_20230322_142112,vrus,000,5.0,1,1,person,1679494872920035,1679494970680035,2445,97.84,18,2,16,vrus,001,1.476741,1253,ok
0471,20230322_142112/001,imptc_set_02.tar.gz,0053_20230322_142112,vrus,001,5.0,1,1,person,1679494920320035,1679494970400035,1253,50.16,6,1,5,vrus,000,1.476741,1253,ok
0472,20230322_142112/002,imptc_set_02.tar.gz,0053_20230322_142112,vrus,002,5.0,1,1,person,1679494897120035,1679494932960035,897,35.92,1,0,1,vehicles,1015,4.830513,6,ok
0473,20230322_142112/003,imptc_set_02.tar.gz,0053_20230322_142112,vrus,003,5.0,1,1,person,1679494875200035,1679494895280035,503,20.16,1,1,0,vrus,000,1.492933,496,ok
0474,20230322_142112/005,imptc_set_02.tar.gz,0053_20230322_142112,vrus,005,5.0,1,1,person,1679494914240035,1679494928920035,368,14.76,0,0,0,,,,,ok
0475,20230322_142112/006,imptc_set_02.tar.gz,0053_20230322_142112,vrus,006,5.0,1,1,motorcycle,1679494956040035,1679494965440035,236,9.48,4,0,4,vehicles,1057,4.247365,59,ok
0476,20230322_142112/007,imptc_set_02.tar.gz,0053_20230322_142112,vrus,007,5.0,1,1,bicycle,1679494961520035,1679494970680035,230,9.24,0,0,0,,,,,ok
0477,20230322_142112/008,imptc_set_02.tar.gz,0053_20230322_142112,vrus,008,5.0,1,1,motorcycle,1679494872920035,1679494881400035,213,8.56,2,0,2,vehicles,1018,4.704185,29,ok
0478,20230322_142344/000,imptc_set_02.tar.gz,0054_20230322_142344,vrus,000,5.0,1,1,person,1679495085440035,1679495154640035,1731,69.28,9,2,7,vrus,001,0.025493,1245,ok
0479,20230322_142344/002,imptc_set_02.tar.gz,0054_20230322_142344,vrus,002,5.0,1,1,person,1679495111680035,1679495154640035,1075,43.04,2,0,2,vehicles,1069,4.960317,6,ok
0480,20230322_142344/004,imptc_set_02.tar.gz,0054_20230322_142344,vrus,004,5.0,1,1,person,1679495024760035,1679495061000035,907,36.32,4,3,1,vrus,005,0.599389,822,ok
0481,20230322_142344/005,imptc_set_02.tar.gz,0054_20230322_142344,vrus,005,5.0,1,1,bicycle,1679495024760035,1679495057600035,822,32.92,3,2,1,vrus,004,0.599389,822,ok
0482,20230322_142344/007,imptc_set_02.tar.gz,0054_20230322_142344,vrus,007,5.0,1,1,bicycle,1679495058960035,1679495087760035,721,28.88,8,2,6,vrus,003,3.235955,429,ok
0483,20230322_142344/008,imptc_set_02.tar.gz,0054_20230322_142344,vrus,008,5.0,1,1,person,1679495130400035,1679495154640035,607,24.32,0,0,0,,,,,ok
0484,20230322_142344/010,imptc_set_02.tar.gz,0054_20230322_142344,vrus,010,5.0,1,1,bicycle,1679495040800035,1679495053720035,324,13.0,5,1,4,vehicles,1018,3.774422,120,ok
0485,20230322_142344/011,imptc_set_02.tar.gz,0054_20230322_142344,vrus,011,5.0,1,1,bicycle,1679495042920035,1679495054720035,296,11.88,4,1,3,vrus,010,4.216169,63,ok
