sample_id,scene_path,archive,timestamp,matched_signal_ts,signal_count,signal_keys,signal_states_json,status
0556,0064_20230322_151516,imptc_set_02.tar.gz,1679498138520035,1679498138360035,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0557,0065_20230322_152002,imptc_set_02.tar.gz,1679498412000035,1679498412320035,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0563,0066_20230523_092801,imptc_set_02.tar.gz,1684834099119996,1684834098880017,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0564,0066_20230523_092801,imptc_set_02.tar.gz,1684834097399999,1684834097840008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0565,0067_20230824_110228,imptc_set_02.tar.gz,1692874979119996,1692874979320011,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 20, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0566,0067_20230824_110228,imptc_set_02.tar.gz,1692874996280002,1692874996320011,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0567,0067_20230824_110228,imptc_set_02.tar.gz,1692874962079987,1692874962320011,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0568,0068_20230824_114312,imptc_set_02.tar.gz,1692877405399999,1692877405399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0573,0069_20230824_114554,imptc_set_02.tar.gz,1692877577720011,1692877577359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 20, ""k4"": 10, ""k5"": 10, ""k6"": 20}",ok
0574,0069_20230824_114554,imptc_set_02.tar.gz,1692877565960035,1692877566320011,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0575,0069_20230824_114554,imptc_set_02.tar.gz,1692877579280002,1692877579320011,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0578,0070_20230824_115509,imptc_set_02.tar.gz,1692878135840008,1692878135359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0579,0070_20230824_115509,imptc_set_02.tar.gz,1692878163119996,1692878163359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0583,0071_20230824_115734,imptc_set_02.tar.gz,1692878291119996,1692878291359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0584,0071_20230824_115734,imptc_set_02.tar.gz,1692878285359990,1692878285359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 20, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 10, ""k6"": 10}",ok
0585,0071_20230824_115734,imptc_set_02.tar.gz,1692878282720011,1692878282359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0588,0072_20230824_120013,imptc_set_02.tar.gz,1692878460079987,1692878460359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0589,0072_20230824_120013,imptc_set_02.tar.gz,1692878472440008,1692878472359990,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0591,0074_20230824_141451,imptc_set_02.tar.gz,1692886500239993,1692886500399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0595,0075_20230824_141526,imptc_set_02.tar.gz,1692886581079987,1692886581440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}",ok
0596,0075_20230824_141526,imptc_set_02.tar.gz,1692886547160005,1692886547399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0597,0075_20230824_141526,imptc_set_02.tar.gz,1692886544640023,1692886544399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0598,0075_20230824_141526,imptc_set_02.tar.gz,1692886543359990,1692886543399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0599,0075_20230824_141526,imptc_set_02.tar.gz,1692886542640023,1692886542399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0600,0075_20230824_141526,imptc_set_02.tar.gz,1692886631519996,1692886631399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0602,0075_20230824_141526,imptc_set_02.tar.gz,1692886541760020,1692886541480017,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0603,0075_20230824_141526,imptc_set_02.tar.gz,1692886634680002,1692886634399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0608,0076_20230824_142330,imptc_set_02.tar.gz,1692887022199984,1692887022440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 4, ""k6"": 10}",ok
0611,0077_20230824_142412,imptc_set_02.tar.gz,1692887109480017,1692887109399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0612,0077_20230824_142412,imptc_set_02.tar.gz,1692887076720011,1692887076399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0613,0077_20230824_142412,imptc_set_02.tar.gz,1692887121760020,1692887121399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0614,0077_20230824_142412,imptc_set_02.tar.gz,1692887151280002,1692887151399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0623,0078_20230824_143058,imptc_set_02.tar.gz,1692887492920026,1692887493399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0624,0078_20230824_143058,imptc_set_02.tar.gz,1692887488560005,1692887488440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0628,0079_20230824_143252,imptc_set_02.tar.gz,1692887650239993,1692887650399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0629,0079_20230824_143252,imptc_set_02.tar.gz,1692887648320011,1692887648399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 10, ""k1"": 20, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0630,0079_20230824_143252,imptc_set_02.tar.gz,1692887660800029,1692887660399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 20, ""k6"": 10}",ok
0631,0079_20230824_143252,imptc_set_02.tar.gz,1692887613880017,1692887613440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0632,0079_20230824_143252,imptc_set_02.tar.gz,1692887615480017,1692887615440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0633,0079_20230824_143252,imptc_set_02.tar.gz,1692887633079987,1692887633480017,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0634,0079_20230824_143252,imptc_set_02.tar.gz,1692887584519996,1692887584440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 20, ""k4"": 10, ""k5"": 10, ""k6"": 20}",ok
0635,0079_20230824_143252,imptc_set_02.tar.gz,1692887625560005,1692887625480017,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0636,0079_20230824_143252,imptc_set_02.tar.gz,1692887687160005,1692887687399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0638,0079_20230824_143252,imptc_set_02.tar.gz,1692887663600014,1692887663399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0639,0079_20230824_143252,imptc_set_02.tar.gz,1692887679480017,1692887679399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0640,0079_20230824_143252,imptc_set_02.tar.gz,1692887689359990,1692887689440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0644,0080_20230824_143512,imptc_set_02.tar.gz,1692887730399999,1692887730399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0645,0080_20230824_143512,imptc_set_02.tar.gz,1692887729640023,1692887729399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0646,0080_20230824_143512,imptc_set_02.tar.gz,1692887727720011,1692887727440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0647,0080_20230824_143512,imptc_set_02.tar.gz,1692887720280002,1692887720399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0650,0081_20230824_143943,imptc_set_02.tar.gz,1692888033960035,1692888034399999,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0652,0081_20230824_143943,imptc_set_02.tar.gz,1692888002160005,1692888002440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0654,0082_20230824_144648,imptc_set_02.tar.gz,1692888440239993,1692888440440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0655,0082_20230824_144648,imptc_set_02.tar.gz,1692888422920026,1692888422440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0656,0082_20230824_144648,imptc_set_02.tar.gz,1692888463399999,1692888463440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0660,0083_20230824_145206,imptc_set_02.tar.gz,1692888745800029,1692888745480017,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0661,0083_20230824_145206,imptc_set_02.tar.gz,1692888751079987,1692888751440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0662,0083_20230824_145206,imptc_set_02.tar.gz,1692888736840008,1692888736440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0667,0084_20230824_145407,imptc_set_02.tar.gz,1692888891039978,1692888891440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0668,0084_20230824_145407,imptc_set_02.tar.gz,1692888870079987,1692888870440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0669,0084_20230824_145407,imptc_set_02.tar.gz,1692888864039978,1692888864440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0670,0084_20230824_145407,imptc_set_02.tar.gz,1692888852840008,1692888852440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 4, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0673,0085_20230824_145733,imptc_set_02.tar.gz,1692889082640023,1692889082440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0674,0085_20230824_145733,imptc_set_02.tar.gz,1692889091560005,1692889091440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0682,0086_20230824_150233,imptc_set_02.tar.gz,1692889391160005,1692889391440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 20, ""k4"": 10, ""k5"": 10, ""k6"": 20}",ok
0684,0086_20230824_150233,imptc_set_02.tar.gz,1692889419280002,1692889419440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0685,0086_20230824_150233,imptc_set_02.tar.gz,1692889367239993,1692889367440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
0686,0086_20230824_150233,imptc_set_02.tar.gz,1692889412399999,1692889412440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0687,0086_20230824_150233,imptc_set_02.tar.gz,1692889361079987,1692889361440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 4, ""f2"": 10, ""f3"": 4, ""k1"": 4, ""k2"": 10, ""k3"": 10, ""k4"": 4, ""k5"": 10, ""k6"": 10}",ok
0689,0086_20230824_150233,imptc_set_02.tar.gz,1692889375239993,1692889375480017,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 4, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 4, ""k4"": 10, ""k5"": 10, ""k6"": 4}",ok
0691,0086_20230824_150233,imptc_set_02.tar.gz,1692889363880017,1692889363440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 2, ""b3"": 11, ""b4"": 2, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 20, ""k2"": 10, ""k3"": 10, ""k4"": 20, ""k5"": 10, ""k6"": 10}",ok
0692,0086_20230824_150233,imptc_set_02.tar.gz,1692889392920026,1692889392440008,12,b1|b3|b4|f1|f2|f3|k1|k2|k3|k4|k5|k6,"{""b1"": 11, ""b3"": 2, ""b4"": 11, ""f1"": 10, ""f2"": 10, ""f3"": 10, ""k1"": 10, ""k2"": 10, ""k3"": 10, ""k4"": 10, ""k5"": 10, ""k6"": 10}",ok
